praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
33.7,33.4,14.2,181.0,11.2,12.1,24.8,483.0,10.5,30.8,46.1
25.7,35.2,46.1,92.2,20.0,33.4,50.9,599.0,3.75,48.7,50.0
217.0,132.0,23.1,132.0,16.5,18.4,37.2,1155.0,7.3,17.5,22.7
38.2,24.1,57.3,365.0,56.2,40.7,79.9,1230.0,33.1,77.7,168.0
71.7,40.0,27.1,47.0,219.0,14.5,25.3,939.0,12.7,23.9,63.2
155.0,106.0,96.5,426.0,58.8,24.4,44.1,604.0,33.7,66.7,66.1
34.3,25.5,18.4,24.1,7.5,3.46,13.0,583.0,10.6,17.5,8.74
121.0,84.3,27.1,21.9,5.33,8.82,30.5,717.0,4.83,18.9,31.6
85.8,52.3,20.2,38.5,16.1,5.94,27.4,241.0,9.91,21.9,40.0
157.0,97.3,28.4,25.5,6.04,13.0,21.9,414.0,7.77,19.5,41.0
113.0,66.7,19.8,44.9,12.3,17.9,25.9,679.0,7.04,36.8,18.8
41.0,29.4,15.4,15.7,15.0,6.55,9.39,1310.0,12.1,18.9,59.4
146.0,97.3,49.1,69.2,16.7,15.4,29.2,547.0,5.94,9.06,20.4
34.6,20.5,18.8,20.9,4.07,30.5,120.0,1382.0,10.7,19.3,37.2
99.1,98.2,34.3,193.0,10.6,25.3,41.8,820.0,12.0,28.9,43.3
46.6,24.4,33.4,13.7,31.1,21.5,36.8,890.0,10.0,27.4,2.23
107.0,76.4,18.3,135.0,13.8,14.7,27.9,1018.0,39.2,110.0,126.0
67.3,36.8,30.2,138.0,11.7,12.6,20.2,610.0,9.06,20.9,32.2
97.3,73.7,55.2,379.0,82.8,16.0,28.4,764.0,31.9,79.9,75.0
51.9,21.5,11.1,188.0,13.6,5.62,25.5,207.0,29.7,76.4,132.0
39.2,29.2,40.3,302.0,72.3,7.43,18.8,698.0,1.53,1.45,7.64
38.2,22.3,26.4,38.5,16.7,1.75,10.9,588.0,7.37,20.0,21.3
103.0,78.4,20.5,16.8,1.45,15.7,33.7,679.0,30.5,64.9,69.8
90.6,63.8,17.6,26.9,6.85,10.6,28.9,1104.0,32.8,88.2,151.0
45.3,32.8,19.3,120.0,20.5,39.2,58.3,655.0,10.3,22.3,29.4
14.9,21.3,22.3,16.5,10.6,5.99,3.43,161.0,13.2,26.7,16.7
151.0,121.0,29.2,129.0,30.0,18.4,32.8,982.0,7.5,36.8,45.7
44.1,33.7,41.0,325.0,31.6,10.6,36.8,470.0,1.03,59.4,6.38
39.6,28.6,43.3,71.7,7.77,44.5,67.3,661.0,10.3,21.7,21.5
96.5,69.8,32.5,64.9,8.2,13.2,25.3,770.0,56.2,141.0,205.0
41.4,24.4,18.6,23.3,6.38,16.1,26.2,906.0,13.6,40.3,42.6
53.3,34.9,19.3,47.8,10.1,3.49,17.2,173.0,18.9,53.3,55.2
274.0,172.0,29.7,20.4,12.9,41.0,56.7,533.0,16.4,28.1,44.5
113.0,36.5,40.0,246.0,40.7,20.9,28.4,379.0,8.06,30.0,25.5
161.0,112.0,44.1,84.3,28.4,36.8,50.9,583.0,1.36,1.72,11.1
225.0,163.0,82.8,112.0,23.5,24.4,36.5,717.0,40.7,72.3,202.0
31.3,24.8,8.43,305.0,14.3,7.43,26.2,346.0,5.05,21.5,18.1
60.4,42.2,23.9,31.3,1.96,9.22,15.0,1046.0,9.06,21.7,42.6
176.0,97.3,24.4,145.0,15.7,14.7,21.3,820.0,7.77,19.6,20.9
30.5,32.8,10.2,136.0,5.94,30.5,55.7,791.0,14.1,20.5,48.7
57.8,31.6,11.5,157.0,36.5,11.2,27.1,626.0,10.3,32.2,29.4
308.0,200.0,16.0,93.9,29.7,17.8,31.9,655.0,11.2,17.5,7.1
31.3,40.3,20.7,163.0,17.6,11.5,31.3,866.0,36.2,76.4,79.1
27.1,21.3,93.9,500.0,63.2,35.5,57.8,542.0,10.6,27.6,3.92
47.4,21.1,44.1,179.0,23.5,11.2,20.2,478.0,10.3,37.5,34.6
51.9,27.1,15.0,167.0,1.84,13.9,16.4,621.0,18.6,46.6,33.1
48.3,20.9,20.5,64.9,13.7,29.7,47.0,1065.0,5.73,3.02,15.7
112.0,83.5,21.3,23.3,9.31,33.7,51.4,835.0,7.91,23.7,18.4
57.8,40.7,16.8,362.0,22.1,11.2,27.9,799.0,9.22,22.9,55.2
38.9,28.1,35.5,24.4,1.0,12.5,15.1,1334.0,13.6,22.7,30.2
117.0,78.4,19.3,17.9,6.85,33.4,48.3,947.0,12.5,17.5,1.0
68.5,107.0,18.3,31.1,19.5,11.1,22.9,599.0,12.2,27.1,14.3
36.8,24.8,21.7,98.2,18.3,7.91,19.8,403.0,8.74,25.9,38.5
38.2,29.2,21.1,129.0,24.6,12.4,30.0,723.0,6.67,10.0,21.5
47.0,26.2,15.4,84.3,18.3,9.06,27.1,965.0,11.0,18.4,26.7
253.0,157.0,25.7,121.0,18.6,25.9,42.2,965.0,11.9,17.9,36.5
96.5,46.1,13.6,136.0,3.43,16.0,32.5,505.0,13.5,20.5,46.1
191.0,115.0,13.1,12.5,3.31,21.7,25.7,514.0,11.4,12.9,17.0
59.9,29.2,12.2,76.4,21.9,18.6,24.8,583.0,9.73,15.1,8.35
61.5,37.2,158.0,557.0,110.0,2.64,12.9,461.0,12.1,26.7,27.6
34.9,25.0,34.0,26.7,2.71,1.45,6.1,34.3,27.1,61.0,90.6
34.6,34.6,13.2,87.4,16.8,12.5,23.9,407.0,7.23,27.6,42.2
170.0,123.0,16.5,8.35,1.73,20.2,29.2,757.0,32.8,78.4,186.0
21.3,15.3,69.8,239.0,51.9,58.8,70.4,578.0,16.3,27.1,42.2
44.9,28.1,21.1,142.0,13.1,16.8,20.7,692.0,17.0,38.5,41.0
33.7,20.4,25.5,24.6,6.73,11.9,58.3,325.0,13.9,14.9,32.5
200.0,125.0,16.5,308.0,15.1,37.2,38.2,777.0,24.8,43.3,100.0
35.5,23.5,23.7,25.9,12.3,16.5,25.0,874.0,66.1,183.0,279.0
26.4,23.3,120.0,514.0,117.0,23.5,43.3,799.0,10.8,30.0,58.3
41.0,41.0,18.1,167.0,19.8,4.1,15.4,615.0,13.8,22.5,20.5
157.0,79.1,20.4,33.7,25.7,4.37,19.3,858.0,49.1,106.0,155.0
83.5,54.2,60.4,48.3,14.9,31.3,51.9,621.0,14.1,16.4,25.3
109.0,143.0,22.1,108.0,22.5,15.3,35.5,649.0,20.9,58.8,53.3
145.0,93.9,34.3,474.0,62.1,15.7,21.5,429.0,10.8,22.5,21.9
41.0,11.8,15.4,75.0,13.9,25.0,30.8,626.0,8.06,26.4,15.7
30.2,26.7,32.8,191.0,28.1,18.3,19.6,723.0,54.7,139.0,191.0
40.7,13.1,25.3,22.7,1.17,11.4,25.7,685.0,14.6,24.6,20.7
38.5,20.2,50.0,368.0,60.4,8.74,28.1,483.0,11.4,26.4,40.0
37.2,56.7,18.4,21.3,10.8,14.1,31.1,621.0,13.1,23.5,36.2
195.0,106.0,13.9,135.0,3.72,24.1,43.7,414.0,10.8,24.8,38.5
29.4,31.1,45.7,52.8,8.82,26.7,47.8,523.0,10.0,23.3,29.4
60.4,48.7,13.6,29.7,2.35,213.0,322.0,1554.0,8.35,20.9,23.7
60.4,40.7,27.6,22.1,5.0,18.6,41.0,1124.0,7.7,23.3,17.9
64.9,53.3,71.0,466.0,73.0,7.77,19.8,1114.0,12.4,20.2,12.6
58.3,31.1,79.9,77.0,8.58,19.6,28.4,638.0,15.3,36.5,50.9
36.5,25.7,22.5,76.4,13.5,17.0,27.9,730.0,12.2,36.2,30.5
163.0,117.0,26.9,362.0,53.3,4.83,20.7,157.0,22.3,76.4,85.8
41.8,23.1,22.1,101.0,26.2,36.5,44.1,750.0,11.4,36.5,33.4
36.5,22.3,49.6,56.2,10.2,22.9,37.2,704.0,29.7,77.0,153.0
142.0,85.1,25.3,33.1,26.9,12.0,24.1,939.0,80.6,101.0,12.2
90.6,61.5,10.0,18.8,21.1,18.6,31.3,931.0,5.09,100.0,1.0
73.0,46.1,15.5,113.0,8.2,13.3,22.3,621.0,13.5,21.9,30.0
39.2,19.5,16.4,64.9,9.65,14.6,26.2,750.0,12.0,22.9,25.9
86.6,55.2,23.3,22.7,4.91,4.87,9.65,136.0,36.5,86.6,118.0
42.9,25.5,15.7,23.1,3.72,30.2,41.0,730.0,22.1,46.6,7.23
55.2,42.9,17.5,95.6,6.98,5.62,21.3,610.0,10.2,23.7,26.2
64.9,41.4,20.7,168.0,22.9,14.6,25.7,661.0,12.6,25.5,42.6
36.2,18.6,34.9,34.9,11.3,13.2,20.4,791.0,1.11,10.5,18.4
59.9,35.2,64.9,257.0,42.2,12.6,28.1,730.0,1.86,3.79,4.03
51.9,30.2,22.3,136.0,16.8,14.1,23.7,835.0,10.7,20.5,13.5
54.7,49.1,20.9,161.0,12.3,21.9,37.9,1155.0,13.5,32.2,35.5
44.9,31.3,23.9,30.2,8.58,26.9,71.7,1094.0,10.3,23.1,25.3
284.0,233.0,50.5,422.0,35.5,1.36,9.82,898.0,34.0,55.2,11.0
35.5,28.4,13.2,191.0,13.8,9.14,24.1,500.0,12.5,27.9,35.2
92.2,80.6,15.4,167.0,9.39,2.57,10.7,19.3,13.7,37.5,15.5
112.0,67.3,17.0,90.6,10.4,39.6,58.3,588.0,8.28,26.2,40.7
35.5,25.0,46.1,248.0,35.5,9.22,15.5,632.0,10.8,31.9,30.5
44.9,27.6,18.6,117.0,16.8,12.5,14.6,679.0,6.21,14.9,9.39
132.0,82.8,16.0,20.9,12.6,1.0,2.17,1.0,17.2,25.9,33.7
23.9,10.3,18.8,21.3,1.0,4.18,10.9,219.0,8.98,19.6,29.2
34.6,25.5,14.2,89.0,16.4,25.9,50.0,1298.0,10.8,51.4,7.77
135.0,73.7,18.9,105.0,6.49,25.5,62.6,1911.0,6.21,17.3,15.5
31.9,31.1,25.0,16.5,7.57,12.1,19.3,704.0,1.98,64.9,4.49
30.8,20.2,21.1,23.5,14.5,30.8,55.7,1382.0,51.9,113.0,115.0
33.7,15.1,49.6,453.0,49.1,27.9,45.3,523.0,49.6,92.2,209.0
80.6,58.8,28.1,56.7,8.58,9.82,14.6,594.0,9.73,17.0,27.9
34.9,19.8,14.7,94.7,4.91,51.9,89.0,1981.0,11.0,41.8,41.8
176.0,91.4,15.7,149.0,12.3,45.7,72.3,1827.0,6.15,13.1,3.89
15.4,3.02,20.0,17.2,21.7,20.4,31.3,567.0,7.37,23.3,25.0
142.0,91.4,57.8,102.0,18.9,12.0,13.6,305.0,4.03,10.6,12.9
41.8,24.1,18.4,18.3,8.66,19.8,38.5,422.0,39.6,83.5,158.0
26.4,18.3,17.6,44.1,10.4,13.2,20.2,667.0,8.58,20.9,23.3
72.3,47.4,16.5,79.9,9.22,8.06,24.6,710.0,7.77,25.3,32.2
32.2,10.8,12.6,27.4,10.6,18.6,40.7,813.0,22.3,32.5,41.4
225.0,125.0,14.6,11.1,1.54,11.5,31.1,407.0,3.37,66.7,9.22
40.3,34.9,24.8,27.9,6.61,1.0,1.67,33.4,15.3,42.6,44.5
122.0,89.8,9.22,173.0,3.72,23.5,28.6,1037.0,10.4,29.4,6.79
53.3,38.9,18.3,22.1,6.85,35.5,80.6,2308.0,20.0,45.7,66.1
36.2,23.7,36.8,328.0,51.9,9.22,13.3,679.0,42.2,92.2,122.0
37.5,22.1,17.3,14.6,12.2,18.3,27.9,583.0,16.7,41.8,59.4
79.9,66.7,22.1,24.1,3.92,15.5,27.9,542.0,13.1,36.8,33.1
72.3,39.6,18.6,7.04,14.5,39.6,47.4,389.0,15.4,31.1,33.7
101.0,67.3,22.3,68.5,5.67,30.8,39.6,594.0,10.4,27.1,13.9
6.67,7.99,48.3,308.0,48.7,6.98,34.3,470.0,11.5,33.4,28.6
42.6,25.5,20.2,17.5,10.1,7.17,20.9,474.0,11.4,24.6,23.9
57.3,26.9,84.3,461.0,75.7,12.2,29.2,567.0,11.7,13.9,23.5
65.5,28.6,18.1,93.9,7.37,22.7,31.1,562.0,91.4,125.0,15.7
93.9,50.0,14.6,93.9,14.5,47.0,62.6,685.0,9.65,21.5,29.7
59.4,36.8,31.6,67.9,47.0,11.3,21.1,698.0,12.9,35.9,40.0
31.6,22.9,26.4,18.1,7.64,11.5,33.7,632.0,14.2,20.9,26.2
30.5,21.7,16.0,255.0,6.73,8.51,21.7,414.0,49.6,97.3,193.0
41.8,26.4,48.3,302.0,40.0,35.9,62.1,1334.0,10.0,32.5,33.1
178.0,125.0,11.7,2.59,13.9,6.38,16.4,403.0,12.4,44.9,25.3
57.8,50.0,13.3,145.0,13.9,14.9,10.2,820.0,12.7,16.7,18.8
18.3,16.4,28.1,43.7,10.3,43.3,63.8,710.0,5.83,21.3,26.2
131.0,119.0,78.4,250.0,48.7,90.6,126.0,466.0,3.59,7.99,1.08
54.7,38.9,16.8,21.7,24.1,26.7,43.7,882.0,36.8,58.3,18.8
67.3,31.3,1.0,7.5,389.0,21.3,25.3,621.0,7.04,22.1,22.1
28.6,18.1,31.1,36.2,10.9,15.7,36.5,1000.0,3.05,31.3,27.4
61.5,57.3,33.1,16.4,10.2,11.9,43.3,229.0,5.73,16.0,16.4
40.3,23.3,31.9,39.2,2.57,6.79,13.7,692.0,11.3,28.1,29.7
36.2,18.1,46.6,528.0,49.6,16.1,40.3,965.0,14.6,33.7,15.7
38.9,16.4,24.4,195.0,39.6,11.0,20.4,496.0,9.56,30.8,17.5
41.0,30.8,20.9,25.0,1.0,12.4,20.2,685.0,10.8,35.2,30.8
91.4,53.8,17.5,18.8,5.57,13.0,22.3,496.0,12.9,27.9,4.14
188.0,117.0,20.5,16.3,1.0,4.91,5.47,973.0,3.31,10.3,11.1
184.0,85.8,8.98,213.0,6.79,20.2,24.1,730.0,13.0,33.4,28.4
37.5,17.6,6.61,181.0,13.9,23.9,39.2,644.0,13.2,33.7,56.2
50.0,33.1,19.6,22.9,5.88,5.73,20.0,698.0,6.61,17.9,30.8
139.0,82.0,20.7,24.8,4.66,36.5,41.4,483.0,4.49,59.4,3.82
101.0,57.8,17.9,62.1,11.7,20.7,42.2,470.0,10.6,37.5,21.7
53.3,40.3,14.3,106.0,18.3,32.5,62.6,898.0,31.3,60.4,88.2
58.3,44.5,21.9,17.3,5.67,37.9,89.0,1946.0,12.1,31.1,37.5
175.0,126.0,14.1,137.0,5.09,102.0,160.0,2788.0,15.4,30.0,50.0
34.6,25.5,32.2,35.9,10.9,2.29,7.37,125.0,13.9,25.7,29.4
11.8,17.0,49.1,410.0,54.2,15.7,36.2,1219.0,10.1,22.1,19.6
38.9,32.8,129.0,308.0,73.0,2.48,12.6,906.0,12.6,29.4,16.7
34.3,26.9,54.2,79.1,32.8,9.14,13.5,410.0,14.1,30.5,20.9
38.9,5.38,22.3,87.4,22.1,20.5,49.6,1046.0,5.38,5.42,4.87
37.5,15.0,40.3,44.5,14.5,9.22,14.9,610.0,1.22,5.52,11.4
33.7,21.5,18.9,217.0,9.22,14.1,18.6,542.0,10.4,19.3,40.7
22.1,23.3,30.0,22.7,6.44,19.6,35.5,939.0,15.1,26.9,23.9
35.9,25.0,93.9,474.0,77.7,97.3,158.0,1747.0,1.12,3.43,22.9
37.9,18.1,14.9,153.0,5.28,10.2,26.7,389.0,48.3,118.0,138.0
21.1,15.0,24.8,25.7,5.38,9.65,36.2,737.0,11.2,29.7,24.4
31.1,24.4,19.5,248.0,29.4,21.7,34.6,505.0,13.6,22.9,19.3
57.8,42.9,25.7,35.9,2.86,8.28,11.3,259.0,5.42,55.2,5.57
56.2,29.2,47.4,262.0,36.5,1.51,13.5,667.0,8.58,11.9,4.1
7.7,10.9,13.1,89.8,11.4,9.31,20.0,410.0,9.31,21.5,25.0
112.0,76.4,44.1,487.0,67.3,15.1,21.1,505.0,8.82,13.9,7.99
31.1,26.7,33.7,198.0,32.2,8.66,18.3,1197.0,5.33,8.98,9.06
71.0,42.9,17.9,44.1,8.74,8.35,12.7,1094.0,10.6,44.1,44.5
52.3,32.8,23.5,217.0,14.6,24.1,35.5,939.0,37.5,79.1,133.0
149.0,96.5,59.9,302.0,40.0,4.41,16.4,137.0,6.38,20.7,16.5
65.5,32.8,13.3,122.0,16.7,7.1,13.1,655.0,12.5,22.9,43.3
44.5,37.2,18.4,250.0,28.1,20.5,21.3,533.0,3.55,16.8,28.1
126.0,89.0,37.2,300.0,33.7,26.7,41.0,723.0,49.6,99.1,154.0
59.4,36.8,10.2,157.0,14.6,11.7,24.4,349.0,12.1,20.2,21.7
32.8,32.5,28.1,235.0,19.8,8.51,18.4,698.0,9.47,30.8,25.5
22.1,18.8,18.1,27.9,10.6,14.1,23.7,487.0,13.5,36.2,33.1
30.2,22.9,21.1,175.0,21.1,23.1,76.4,1263.0,7.84,22.3,18.8
69.8,44.5,17.6,92.2,8.43,9.73,20.2,661.0,40.3,70.4,67.3
40.7,22.1,35.5,200.0,42.9,7.17,11.0,533.0,13.7,28.4,27.6
50.5,32.5,22.9,26.7,5.57,3.4,14.5,235.0,5.19,13.7,11.8
106.0,85.8,19.5,86.6,10.0,49.1,67.9,483.0,7.1,25.5,36.2
142.0,90.6,17.3,66.1,18.4,15.3,40.3,730.0,5.62,23.1,21.9
184.0,132.0,21.1,21.1,10.4,5.88,40.7,1252.0,46.1,115.0,145.0
50.0,31.6,15.5,61.0,11.7,16.3,34.9,874.0,40.7,107.0,106.0
138.0,109.0,65.5,359.0,60.4,8.2,14.3,533.0,12.4,28.6,8.82
55.2,32.2,13.6,142.0,10.2,9.47,25.5,346.0,7.7,23.5,28.4
42.6,18.1,17.0,15.5,1.21,13.9,15.3,487.0,9.73,9.39,12.9
78.4,74.3,25.9,110.0,42.2,17.2,42.9,626.0,10.4,18.6,35.2
37.5,25.9,24.1,27.6,3.85,17.0,47.8,692.0,38.5,64.9,57.3
21.1,6.55,24.6,28.1,3.68,15.5,41.0,882.0,7.7,10.8,14.7
76.4,43.7,8.82,235.0,22.7,23.1,40.3,583.0,25.5,44.1,51.9
61.5,64.4,16.1,163.0,2.71,25.5,34.0,487.0,7.7,23.9,29.4
66.7,44.9,22.9,68.5,25.0,28.4,56.2,453.0,9.31,18.8,24.6
56.7,25.9,21.3,21.3,16.1,22.1,32.5,922.0,9.06,23.9,27.1
85.8,21.9,18.6,25.3,4.61,13.6,26.7,422.0,11.0,21.5,22.1
39.6,28.1,20.9,18.8,15.3,24.1,39.2,604.0,13.6,31.3,39.2
31.1,23.7,20.7,176.0,14.7,5.05,20.7,271.0,13.5,30.8,36.5
29.4,20.0,16.5,46.1,5.83,14.7,43.3,461.0,28.6,47.4,3.13
18.4,19.1,44.1,231.0,62.6,59.4,93.1,3619.0,24.4,56.7,77.0
33.1,14.1,24.8,23.3,4.45,7.91,14.5,1155.0,4.14,12.6,4.29
52.3,33.1,54.7,334.0,47.0,87.4,146.0,2864.0,16.7,25.5,33.1
39.6,25.3,12.1,88.2,3.08,26.2,48.7,1395.0,31.1,60.4,74.3
39.6,20.2,93.1,505.0,58.8,5.52,30.8,1843.0,7.1,18.4,18.8
35.9,13.5,12.0,186.0,21.5,15.8,35.5,991.0,13.1,16.4,42.9
58.8,40.0,22.5,63.8,23.1,11.3,15.0,528.0,67.9,97.3,3.89
95.6,59.4,49.1,437.0,50.0,13.6,24.6,588.0,49.1,115.0,164.0
32.2,25.9,28.6,204.0,20.5,45.3,74.3,2148.0,6.38,26.4,27.1
33.1,21.7,13.8,103.0,10.5,12.9,22.7,509.0,9.14,22.7,29.7
36.8,83.5,24.6,115.0,12.1,37.2,47.0,813.0,12.6,21.5,29.7
47.0,26.9,27.4,19.5,8.35,7.37,18.4,649.0,11.3,30.8,36.8
34.6,30.0,18.3,109.0,9.82,112.0,189.0,2525.0,10.3,20.9,22.9
38.5,23.5,5.42,4.83,12.6,37.5,55.2,599.0,36.8,81.3,110.0
204.0,130.0,23.7,21.5,4.0,15.5,34.6,737.0,12.9,15.1,32.5
2.37,2.29,78.4,379.0,57.8,9.65,29.7,478.0,15.5,17.8,44.5
26.2,39.2,24.8,44.9,16.3,50.0,90.6,1407.0,31.9,62.1,74.3
27.9,17.9,45.7,141.0,26.2,19.6,34.9,947.0,15.0,22.3,29.2
96.5,62.6,106.0,359.0,65.5,11.1,24.6,750.0,6.79,40.7,34.9
191.0,121.0,15.8,106.0,11.0,12.9,22.5,638.0,8.98,18.9,21.5
31.3,17.8,24.1,15.4,10.1,22.5,39.2,552.0,31.1,97.3,207.0
43.7,25.7,9.91,113.0,9.06,40.0,58.8,483.0,17.8,47.0,88.2
35.9,25.7,49.6,362.0,46.1,35.9,55.7,1877.0,9.39,21.9,27.6
36.5,28.4,16.1,106.0,4.41,11.7,28.6,604.0,76.4,163.0,198.0
163.0,94.7,17.5,23.9,6.92,13.8,46.1,400.0,8.13,11.8,17.3
25.5,22.7,44.9,248.0,223.0,44.1,89.0,3078.0,35.5,70.4,103.0
34.9,24.6,29.4,41.4,13.8,20.7,56.7,478.0,8.9,19.1,13.7
30.2,16.7,18.8,62.1,14.1,12.7,32.2,717.0,4.83,26.2,36.8
229.0,165.0,21.3,25.5,1.09,59.4,129.0,2436.0,9.91,20.0,15.5
43.7,27.4,78.4,385.0,72.3,45.7,80.6,1611.0,9.14,16.5,13.8
133.0,95.6,18.4,57.3,1.88,12.4,35.9,562.0,18.3,41.4,46.1
23.3,30.2,31.3,202.0,43.3,58.3,104.0,1670.0,19.8,42.6,109.0
33.4,21.5,23.7,32.2,4.57,11.7,34.6,359.0,14.1,26.9,34.6
49.1,41.4,17.8,122.0,18.3,10.1,10.2,965.0,13.0,34.0,27.9
37.5,22.3,24.4,67.3,26.7,9.65,16.5,300.0,8.9,13.5,9.56
30.0,15.5,15.3,56.2,12.3,37.9,47.8,604.0,6.04,24.1,10.2
38.5,32.8,11.7,7.5,11.4,61.5,154.0,3078.0,14.1,21.5,5.62
36.8,25.3,41.0,146.0,54.7,10.2,25.7,1382.0,14.1,34.6,27.6
31.9,15.3,19.5,15.8,5.09,16.5,42.2,1700.0,63.2,98.2,34.9
189.0,121.0,21.3,27.9,14.6,29.7,44.9,661.0,2.13,67.9,5.88
28.4,17.3,20.0,101.0,13.7,6.15,8.9,239.0,10.0,20.4,20.9
170.0,103.0,15.5,32.5,3.02,39.2,59.9,2763.0,5.42,23.1,27.1
37.9,21.9,52.3,322.0,39.6,22.7,41.0,483.0,8.74,17.8,30.0
31.9,21.1,25.3,26.9,11.5,2.21,9.56,118.0,9.65,22.3,21.3
47.8,31.6,24.6,98.2,8.9,42.9,110.0,1512.0,9.22,29.4,49.1
27.9,20.9,39.2,103.0,44.9,33.1,62.6,764.0,6.73,23.5,25.3
28.6,15.8,17.9,61.5,11.3,12.4,17.5,704.0,3.13,20.2,20.5
132.0,130.0,56.7,237.0,52.8,23.1,36.2,483.0,9.22,27.4,35.2
33.4,23.5,111.0,433.0,136.0,7.99,16.7,410.0,56.7,118.0,142.0
85.8,47.0,25.7,89.0,8.9,67.9,108.0,1486.0,45.7,123.0,84.3
39.6,27.9,14.2,80.6,10.7,17.9,30.0,547.0,31.3,66.7,112.0
35.2,22.9,13.9,102.0,20.7,31.1,64.4,1715.0,8.66,30.5,22.5
76.4,47.0,24.4,19.1,5.23,11.9,27.6,538.0,11.7,23.5,20.7
34.3,38.9,22.1,30.0,7.17,10.6,19.1,538.0,17.0,46.1,59.4
50.9,16.8,16.3,331.0,52.3,15.5,32.8,750.0,10.0,18.3,25.9
