praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
33.7,1.15,32.5,496.0,103.0,17.6,25.3,334.0,1.21,8.98,4.83
61.5,1.01,34.3,457.0,73.0,25.7,26.4,365.0,1.08,1.0,1.86
34.9,1.01,117.0,882.0,255.0,41.0,75.7,1459.0,1.81,86.6,1.17
23.5,1.58,18.1,15.3,3.4,71.0,108.0,2091.0,1.0,2.5,1.0
25.3,1.03,10.9,40.0,16.7,75.7,68.5,316.0,1.0,1.0,1.0
39.2,1.68,22.1,191.0,30.8,4.96,17.5,396.0,1.0,1.86,1.31
38.9,1.2,8.74,19.5,15.1,79.1,97.3,1499.0,4.18,42.9,3.92
1.0,1.07,10.7,122.0,30.5,68.5,79.9,1094.0,1.0,16.1,3.11
32.2,1.01,20.4,89.0,31.9,5.09,25.3,403.0,1.0,5.62,3.52
35.9,1.01,7.43,17.5,19.5,13.0,16.8,368.0,1.0,11.1,1.83
52.3,1.01,7.99,16.3,9.39,18.8,33.4,519.0,7.3,76.4,4.78
14.7,1.01,23.3,33.4,23.7,19.1,20.4,294.0,1.0,126.0,1.15
31.6,1.01,34.6,40.3,34.6,16.8,21.9,422.0,1.21,154.0,1.33
35.5,1.01,14.7,20.0,11.7,7.84,10.7,257.0,1.0,1.43,1.95
34.3,1.01,36.2,45.3,34.0,6.32,9.31,244.0,1.0,1.0,2.69
41.8,1.0,71.7,410.0,202.0,12.1,30.0,1655.0,1.0,173.0,1.73
24.1,1.01,27.9,27.4,32.2,58.8,71.7,1322.0,1.0,2.41,2.11
71.0,1.38,24.1,150.0,46.1,13.7,17.2,276.0,1.0,1.0,1.73
86.6,1.01,41.4,279.0,66.7,51.9,69.2,851.0,1.0,1.09,1.47
143.0,1.01,16.1,122.0,26.7,15.1,43.3,1134.0,1.0,3.46,1.0
8.28,1.0,13.9,137.0,30.5,10.0,10.8,302.0,2.23,1.0,2.44
29.4,1.04,10.6,35.2,22.5,12.0,20.5,352.0,1.0,1.0,1.0
40.3,1.06,24.6,26.2,18.3,6.15,10.5,259.0,1.0,4.18,2.29
38.5,1.24,24.4,50.9,42.9,27.4,24.6,213.0,11.1,1197.0,14.3
38.5,2.07,15.8,22.3,20.9,5.67,20.5,615.0,7.99,172.0,6.98
26.4,1.0,93.9,820.0,195.0,84.3,92.2,1382.0,15.3,777.0,24.1
37.9,1.01,18.6,18.4,2.37,12.1,15.8,257.0,1.1,132.0,2.37
27.9,1.01,20.5,20.2,9.31,19.6,28.1,292.0,1.27,12.0,1.79
31.9,1.0,21.9,14.1,10.8,3.59,15.0,426.0,2.64,108.0,1.3
227.0,1.01,5.57,15.4,3.75,8.98,11.1,385.0,1.0,161.0,1.37
34.0,1.01,11.1,154.0,28.1,63.2,67.9,1512.0,1.0,1.0,1.57
32.2,1.33,10.6,25.7,6.38,3.22,5.33,392.0,1.0,1.01,2.59
4.0,1.0,64.4,362.0,209.0,79.1,111.0,1715.0,1.08,21.9,1.88
36.8,1.17,82.0,253.0,155.0,7.3,13.7,331.0,1.0,15.5,2.0
36.5,1.0,29.7,30.0,19.5,12.5,12.2,246.0,1.86,103.0,2.84
173.0,1.0,5.83,11.3,11.0,22.3,27.6,322.0,1.0,17.3,1.27
35.9,1.01,14.3,85.1,25.7,6.32,9.82,262.0,16.5,4.7,1.0
84.3,1.36,12.3,200.0,42.9,3.85,11.1,264.0,1.0,1.36,2.84
38.9,3.89,18.6,77.7,22.1,5.99,30.0,644.0,1.0,10.2,1.14
30.5,1.0,31.3,99.1,14.5,2.69,6.92,313.0,1.51,2.04,1.41
31.3,1.01,54.2,189.0,94.7,22.1,31.3,221.0,1.0,11.2,1.84
35.9,1.27,19.5,105.0,19.1,13.2,16.3,418.0,3.82,167.0,2.41
38.2,1.0,23.9,21.3,10.3,13.1,17.0,449.0,1.0,74.3,1.3
48.3,1.01,13.1,289.0,58.8,150.0,259.0,3078.0,9.06,106.0,19.5
17.8,1.98,41.0,51.9,42.2,12.3,16.0,246.0,2.13,17.0,1.0
34.6,1.01,8.51,244.0,22.7,196.0,215.0,2167.0,1.81,2.41,1.29
35.5,1.0,35.5,115.0,54.7,13.5,22.5,368.0,1.0,1.21,2.25
33.4,1.01,35.2,34.6,28.6,7.57,12.4,241.0,1.49,42.9,3.72
9.91,1.07,8.06,10.8,16.7,7.7,10.6,372.0,1.0,15.4,1.31
45.7,1.01,23.7,83.5,46.6,33.4,42.2,1018.0,1.0,13.1,1.33
44.9,1.01,27.1,35.5,17.2,5.67,7.23,259.0,1.91,1.0,1.39
39.6,2.59,51.9,85.1,122.0,22.3,67.9,1322.0,1.0,2.04,1.39
88.2,1.01,14.1,259.0,25.3,8.58,13.0,248.0,1.02,2.5,1.93
3.55,1.06,25.3,17.8,13.7,3.08,18.8,157.0,1.0,217.0,1.15
30.5,1.0,11.9,173.0,34.6,58.3,97.3,1731.0,1.0,110.0,2.48
92.2,1.13,59.9,66.1,47.8,2.05,7.3,85.1,1.0,1.0,1.25
160.0,1.21,18.8,24.4,3.79,15.7,18.1,352.0,1.0,1.0,1.07
1.5,1.35,18.3,21.9,19.8,10.9,17.3,362.0,1.0,20.4,1.01
26.4,1.0,24.1,13.9,12.1,10.7,31.3,956.0,1.0,48.7,1.0
2.76,1.35,15.0,107.0,30.8,8.9,15.1,331.0,1.0,1.0,1.0
22.1,1.42,19.8,109.0,20.5,9.22,13.6,286.0,1.0,1.01,1.2
41.8,1.01,26.9,62.1,13.6,3.72,6.61,313.0,1.0,8.9,1.04
32.2,1.01,47.4,115.0,57.3,9.39,12.6,422.0,4.07,3.52,1.55
34.0,1.0,7.37,16.1,12.7,11.9,17.5,267.0,3.96,9.82,1.11
25.5,1.42,82.0,77.0,39.2,20.7,16.1,269.0,7.64,85.8,2.07
36.5,1.06,26.7,19.8,13.5,22.1,20.9,334.0,33.4,1433.0,3.89
10.6,2.44,27.1,58.8,19.5,24.1,23.5,322.0,9.82,19.3,4.57
67.9,1.01,8.51,149.0,47.0,41.8,40.7,334.0,1.24,36.2,3.59
39.6,1.01,23.7,20.4,5.52,86.6,108.0,1811.0,1.0,1.18,1.0
37.9,2.27,32.5,319.0,59.9,59.4,72.3,1018.0,1.0,1.91,1.01
24.4,1.1,24.8,22.7,15.5,15.5,15.4,325.0,1.0,1.0,2.35
35.2,1.12,17.3,241.0,46.6,9.73,19.6,331.0,1.0,1.64,1.0
31.1,1.61,23.9,26.4,9.14,6.44,15.7,453.0,1.12,71.0,1.06
39.2,1.0,28.4,22.3,3.43,10.0,14.5,255.0,2.37,34.6,1.1
2.74,1.01,22.9,21.3,11.1,1.73,15.1,322.0,1.0,2.48,1.79
33.7,1.37,9.56,204.0,31.3,7.77,14.9,403.0,1.0,12.6,2.48
47.4,1.01,23.7,24.1,11.8,16.1,18.9,343.0,1.0,18.6,16.4
34.6,1.33,79.1,178.0,50.5,4.61,16.8,644.0,1.0,349.0,1.0
38.9,1.5,20.4,25.7,17.8,15.0,16.8,375.0,12.7,237.0,12.6
64.4,1.0,25.7,123.0,31.9,10.6,19.1,316.0,1.0,1.0,1.0
32.5,6.32,38.2,21.7,3.72,41.0,48.7,649.0,1.0,6.73,1.27
34.0,1.0,23.7,32.5,21.3,3.65,25.9,300.0,1.0,5.57,1.42
22.3,1.04,5.94,9.14,7.57,24.6,25.7,414.0,1.08,1.0,1.89
129.0,1.01,37.5,34.0,35.9,21.1,28.9,274.0,2.02,8.35,1.35
21.3,3.08,17.9,151.0,31.9,16.4,19.3,362.0,2.29,25.5,6.92
42.6,1.0,18.8,181.0,30.8,22.7,28.6,311.0,1.0,1.49,1.0
71.0,2.37,20.4,28.1,8.06,106.0,103.0,313.0,1.0,1.01,1.61
8.06,1.84,61.0,547.0,157.0,5.33,16.3,289.0,1.0,5.19,1.0
17.9,1.45,28.4,17.3,12.2,22.9,30.5,422.0,1.0,2.71,1.01
101.0,1.01,22.9,20.0,11.7,107.0,125.0,2458.0,1.0,1.0,1.0
35.2,1.0,17.8,26.4,7.77,7.91,18.8,389.0,1.76,43.3,4.14
18.1,1.13,10.9,244.0,27.4,30.5,33.1,286.0,1.0,1.0,1.5
35.2,1.47,84.3,196.0,43.7,15.3,23.9,340.0,1.0,121.0,1.76
37.5,1.38,16.5,28.1,11.4,4.07,18.3,403.0,1.0,50.9,2.17
106.0,1.0,24.1,26.2,24.1,6.73,16.1,355.0,1.0,80.6,1.0
29.7,1.89,27.1,30.5,20.5,4.49,20.2,407.0,1.0,1.01,1.0
24.6,1.78,72.3,449.0,141.0,15.0,13.9,289.0,1.0,2.04,1.93
33.1,1.0,25.0,27.6,21.5,13.3,16.7,269.0,1.0,1.83,2.76
48.7,1.0,48.3,97.3,24.4,8.66,12.6,289.0,1.0,5.88,1.64
36.8,1.01,15.4,15.5,4.29,30.8,39.2,757.0,1.0,195.0,3.05
250.0,1.01,20.0,44.5,17.9,27.6,39.6,626.0,1.84,1.0,1.32
95.6,1.0,10.5,22.5,23.5,4.7,11.4,445.0,1.86,31.3,2.37
55.2,1.01,11.4,215.0,47.0,16.8,18.8,375.0,1.0,1.0,2.09
11.2,3.05,26.7,26.4,13.0,8.66,11.7,453.0,1.0,4.18,1.0
7.17,1.01,2.76,15.5,4.57,7.23,16.8,355.0,1.0,1.01,1.46
38.5,1.0,35.5,60.4,44.1,7.84,7.3,286.0,1.0,4.53,2.13
24.6,1.3,41.8,215.0,91.4,34.9,34.6,284.0,1.0,12.2,1.72
53.8,1.0,23.7,101.0,22.1,3.02,15.3,352.0,1.0,2.09,1.0
83.5,1.01,30.8,23.1,15.0,71.7,73.0,947.0,1.0,17.2,1.76
118.0,2.46,36.5,66.1,8.66,7.5,50.9,704.0,1.0,1208.0,1.76
43.3,1.09,17.0,17.6,1.0,4.07,46.6,135.0,1.0,1.0,2.44
34.9,1.02,21.7,12.3,7.5,29.7,35.2,294.0,1.0,1.36,1.32
37.9,1.0,9.56,229.0,29.2,131.0,123.0,843.0,1.0,286.0,2.53
33.1,1.01,28.6,343.0,84.3,6.26,7.64,300.0,1.0,129.0,1.45
25.5,1.01,40.3,392.0,115.0,18.9,25.3,359.0,1.0,14.7,1.0
31.6,1.02,9.73,13.3,11.4,58.8,64.4,890.0,1.0,25.3,1.08
32.8,1.7,17.9,130.0,37.5,23.1,21.9,308.0,1.0,1.0,3.43
26.7,2.23,9.82,118.0,21.1,4.57,10.7,667.0,3.13,322.0,7.1
44.9,1.0,9.14,147.0,28.6,28.1,32.2,316.0,7.17,392.0,10.3
79.9,20.5,36.5,18.9,13.9,16.7,19.3,343.0,1.0,1999.0,2.0
35.2,1.03,22.7,26.9,10.4,7.7,13.7,281.0,11.9,1.41,1.0
9.73,1.01,15.5,26.9,9.82,9.14,14.3,292.0,1.0,1.0,1.0
36.5,2.25,17.0,27.6,8.9,91.4,120.0,1358.0,1.0,6.26,2.92
14.5,1.95,22.1,106.0,22.7,69.2,74.3,1407.0,1.0,6.1,2.05
181.0,1.01,25.9,22.7,23.7,20.5,38.2,621.0,1.0,1.0,2.31
21.1,1.37,16.4,161.0,16.4,4.66,10.4,379.0,1.0,107.0,1.58
217.0,1.27,25.3,18.9,15.7,77.0,95.6,1286.0,1.0,2.09,1.0
44.5,1.1,18.4,21.5,1.17,31.6,28.6,858.0,1.0,108.0,2.31
29.7,1.26,17.9,137.0,42.6,23.3,41.8,626.0,1.0,1.0,1.0
111.0,1.26,33.7,29.4,14.6,3.34,12.0,213.0,1.0,7.5,4.7
45.7,1.0,29.2,150.0,36.8,65.5,93.1,1999.0,1.0,4.37,1.95
15.4,1.95,20.5,235.0,25.0,17.0,27.1,403.0,1.0,10.6,1.5
39.2,1.0,22.9,15.4,6.61,23.5,21.7,325.0,1.91,1.01,1.0
36.5,3.52,25.0,69.8,8.35,13.2,25.0,328.0,1.12,289.0,1.41
36.2,1.01,17.6,21.3,20.0,10.2,14.5,286.0,2.09,165.0,1.0
62.6,3.08,9.82,155.0,40.3,23.3,30.2,457.0,1.7,8.9,1.76
132.0,7.43,16.8,173.0,48.7,6.73,9.73,337.0,1.0,4.41,2.48
12.6,6.04,17.3,35.9,29.4,82.0,105.0,1685.0,1.0,2.59,2.39
223.0,1.01,16.1,213.0,33.7,17.9,23.5,331.0,15.7,26.4,3.96
38.9,1.21,27.6,44.1,13.3,14.9,28.1,372.0,2.46,105.0,3.72
45.7,2.09,13.9,89.0,24.8,77.0,79.9,1084.0,1.22,1.0,1.0
23.7,1.0,26.7,29.7,6.98,1715.0,1715.0,1197.0,2.09,30.8,2.64
41.4,1.0,24.6,14.7,16.0,6.04,12.3,246.0,2.48,1.25,1.79
47.0,1.19,26.7,35.9,43.3,34.6,41.0,704.0,1.09,279.0,1.0
22.9,1.22,30.0,13.3,15.5,18.3,25.7,379.0,1.0,1.01,1.47
36.8,1.0,24.8,26.9,14.1,22.5,22.7,289.0,1.38,478.0,12.3
44.1,1.0,8.28,10.7,12.1,12.3,21.7,355.0,1.0,1.76,1.25
42.2,1.0,18.8,24.1,19.1,7.91,10.6,368.0,1.0,1.0,1.6
24.1,2.62,34.9,141.0,36.5,45.7,51.4,799.0,1.0,12.5,1.83
101.0,1.73,27.6,40.7,10.8,7.99,11.8,325.0,1.0,18.4,1.42
29.4,1.01,16.1,164.0,15.3,59.4,75.7,1124.0,9.65,1.0,1.2
12.7,1.46,26.7,34.3,19.6,13.9,11.4,284.0,3.43,9.06,2.35
32.2,1.01,26.4,21.1,20.4,21.5,21.9,359.0,1.0,28.9,1.0
125.0,7.17,33.1,57.3,24.8,105.0,106.0,1334.0,1.0,1.0,1.84
68.5,25.0,21.9,153.0,28.6,97.3,136.0,2148.0,1.0,1.45,1.64
26.9,1.0,20.7,91.4,37.2,4.18,19.3,562.0,1.0,164.0,1.89
29.4,1.83,27.1,19.5,38.9,20.7,18.3,219.0,1.0,30.2,1.83
28.1,1.63,45.3,37.2,32.8,18.6,20.5,343.0,1.0,1.3,1.39
35.9,1.19,28.1,34.0,18.9,10.6,13.2,237.0,1.0,1.01,1.27
26.9,2.0,16.0,59.9,16.7,67.3,76.4,1843.0,3.92,16.7,25.5
37.9,1.15,21.3,10.7,16.5,18.8,27.6,286.0,4.49,1.0,2.79
36.2,1.0,23.5,26.2,6.38,63.8,95.6,1568.0,1.0,75.7,1.0
36.5,1.98,20.7,146.0,35.5,21.3,24.8,308.0,9.56,7.99,4.37
20.0,1.01,19.1,18.4,2.59,15.7,20.7,349.0,1.0,1.0,1.25
21.9,1.0,19.3,139.0,24.1,14.3,23.9,835.0,1.06,28.1,1.83
67.9,1.0,17.8,130.0,25.0,7.37,15.3,311.0,1.31,10.0,1.0
28.9,1.32,28.1,297.0,38.9,4.07,10.0,426.0,1.0,1.0,1.01
16.3,36.8,30.2,35.2,9.82,20.7,37.5,1134.0,1.0,1.0,1.81
61.5,1.01,20.5,17.5,8.28,47.4,51.9,1144.0,17.5,2267.0,15.5
19.5,2.92,28.9,151.0,42.2,3.52,23.1,426.0,1.0,12.0,1.45
215.0,8.9,19.5,96.5,21.7,49.6,56.2,1134.0,1.15,2.17,1.55
28.9,2.94,25.3,22.9,17.9,95.6,105.0,1981.0,4.1,1.0,3.92
50.5,1.0,27.6,31.6,23.9,83.5,99.1,1382.0,43.3,379.0,14.5
46.6,1.57,4.37,1.49,382.0,20.5,38.5,483.0,1.0,1.0,1.01
8.06,1.0,15.1,164.0,32.5,6.49,11.9,204.0,1.0,1.01,1.3
24.6,1.11,6.73,14.5,29.7,7.3,18.1,313.0,1.0,1.03,1.3
27.9,1.61,4.66,7.84,17.3,2.57,9.31,737.0,2.94,340.0,5.67
40.0,1.01,16.3,136.0,11.4,18.1,21.9,334.0,10.1,1611.0,17.0
189.0,15.4,14.2,331.0,50.9,4.87,17.2,346.0,12.0,135.0,12.2
26.7,1.0,11.5,179.0,46.1,2.46,7.64,257.0,1.0,122.0,1.0
1.0,1.45,10.1,14.6,13.2,13.6,10.4,279.0,1.0,11.7,1.31
56.2,1.0,28.1,97.3,38.9,19.6,18.4,257.0,1.0,1.0,2.53
64.4,3.13,44.9,147.0,35.2,4.83,1.08,101.0,1.0,1.0,1.47
75.0,1.01,25.7,48.3,15.8,15.3,22.3,355.0,1.0,1.01,1.2
129.0,1.68,41.0,39.6,13.3,6.15,18.8,461.0,8.58,219.0,6.79
5.28,1.01,4.37,10.3,13.9,4.18,23.1,621.0,1.0,1.0,1.95
25.7,2.09,48.3,85.1,34.3,11.3,13.8,255.0,1.0,1.67,1.0
49.6,1.01,30.2,47.4,19.8,18.3,16.5,331.0,1.0,1.01,1.13
42.6,2.25,67.9,505.0,149.0,18.4,28.9,334.0,1.0,9.39,1.26
20.5,2.59,16.5,89.8,23.1,37.2,39.2,328.0,1.0,1.0,1.95
37.2,2.62,8.58,17.9,13.7,63.8,75.7,1208.0,1.0,102.0,1.24
33.1,1.0,5.88,149.0,27.6,10.7,22.3,573.0,17.2,91.4,7.17
22.5,1.72,20.5,112.0,31.1,3.22,7.1,346.0,1.0,1.0,2.92
49.1,1.0,23.5,95.6,26.9,15.5,28.1,269.0,1.0,1.0,1.17
34.0,3.55,22.9,30.5,8.51,85.1,103.0,1715.0,1.0,3.55,1.21
49.6,1.09,27.6,21.9,7.84,10.6,15.4,204.0,1.0,1.45,1.0
77.7,2.0,10.7,331.0,45.7,15.5,20.0,276.0,1.0,1.0,1.81
31.6,2.89,25.3,92.2,22.9,5.67,8.74,264.0,14.5,264.0,1.12
47.8,1.95,14.3,94.7,26.4,29.7,30.2,389.0,1.0,15.5,1.72
31.6,2.69,21.7,16.7,2.05,4.41,26.9,389.0,1.0,233.0,1.47
41.0,1.7,26.7,18.3,10.6,36.8,33.4,264.0,1.0,5.83,1.33
16.7,2.39,30.5,34.3,40.7,13.9,13.9,308.0,1.0,1.0,1.0
16.8,2.37,18.3,217.0,64.9,5.05,14.2,542.0,1.0,1.0,1.03
104.0,1.0,18.4,56.2,10.4,10.1,13.9,262.0,1.0,1.0,2.37
29.2,2.09,30.5,58.8,46.6,42.2,48.3,851.0,9.39,193.0,1.08
40.3,1.22,16.0,164.0,30.8,23.3,32.5,483.0,1.73,1.0,2.02
41.0,1.0,11.5,122.0,31.6,35.2,31.1,392.0,2.31,319.0,1.32
54.2,1.0,12.2,108.0,36.8,81.3,118.0,1928.0,3.72,26.4,1.0
26.4,1.01,12.7,101.0,25.9,21.9,30.5,392.0,13.3,2996.0,18.9
34.9,2.15,15.0,23.3,3.55,56.2,73.7,1037.0,1.0,3.79,1.63
34.0,2.29,12.0,25.9,8.43,53.8,85.1,1346.0,1.0,3.19,2.19
25.9,1.65,26.9,161.0,26.2,11.7,28.6,764.0,1.0,1.0,1.17
75.0,1.0,17.9,204.0,46.6,6.21,10.7,297.0,1.0,9.91,1.0
4.14,1.32,18.4,18.6,15.0,7.5,9.39,334.0,1.75,1.0,1.55
117.0,6.92,21.9,23.3,12.5,80.6,110.0,1999.0,1.0,1.18,1.58
35.9,2.81,15.4,138.0,42.6,15.7,20.0,319.0,1.15,1.0,3.13
89.8,2.23,16.8,173.0,23.9,11.0,13.6,253.0,1.0,157.0,1.43
13.9,2.48,66.1,264.0,95.6,8.98,11.9,362.0,1.83,14.3,1.37
44.9,1.31,31.1,55.7,31.9,8.58,13.5,500.0,2.46,4.83,1.15
24.4,4.22,13.8,77.0,40.7,24.6,24.8,372.0,1.0,147.0,1.41
9.39,4.0,23.3,30.5,25.3,17.9,22.5,279.0,1.0,1.0,1.65
26.2,3.19,26.9,30.8,31.6,12.6,14.2,286.0,1.0,10.0,1.0
33.1,1.88,10.5,244.0,22.3,9.65,13.6,407.0,4.49,382.0,8.9
52.3,5.99,15.4,1.61,16.7,12.4,14.7,233.0,1.0,64.9,1.63
1.18,1.57,22.5,143.0,47.8,17.8,23.1,257.0,2.81,80.6,1.0
191.0,13.9,32.2,45.3,13.9,9.56,18.1,346.0,1.0,3.72,1.19
1.0,2.48,18.9,60.4,17.0,1.91,1.0,56.7,1.0,11.5,1.15
35.2,2.07,21.7,84.3,20.2,12.1,38.2,1928.0,1.0,6.73,1.7
77.0,1.05,24.4,15.3,1.22,18.8,31.1,352.0,1.0,153.0,4.7
9.65,1.2,84.3,21.5,80.6,4.87,11.3,583.0,1.0,202.0,2.29
44.9,2.57,87.4,599.0,168.0,33.4,44.1,1310.0,1.0,4.49,1.13
42.9,4.41,20.9,16.7,6.44,40.0,33.7,313.0,1.0,1.18,1.19
57.8,1.51,11.1,229.0,37.2,8.9,16.0,313.0,1.0,1.0,1.0
43.3,1.38,31.6,71.0,18.1,24.6,35.2,445.0,1.45,58.3,1.63
46.1,1.0,17.8,136.0,31.1,10.1,9.73,433.0,1.0,104.0,1.65
112.0,7.04,60.4,410.0,89.0,9.22,17.8,302.0,1.0,422.0,3.52
58.3,1.58,24.8,61.0,18.4,196.0,284.0,4573.0,1.0,3.49,1.53
23.7,3.34,28.9,29.4,10.9,42.2,48.3,649.0,1.0,10.5,1.76
18.1,1.0,23.1,12.6,7.43,21.3,23.5,279.0,1.0,17.9,8.66
30.5,1.01,16.8,40.3,25.0,14.1,24.6,274.0,2.79,21.7,1.36
25.5,3.16,26.7,83.5,29.2,23.5,27.1,274.0,1.0,136.0,7.3
31.1,1.3,3.59,22.9,35.5,20.0,19.6,359.0,1.0,1.0,1.38
25.3,2.25,14.7,198.0,23.5,75.0,90.6,1186.0,1.0,1.0,1.57
33.1,2.46,29.4,24.8,4.96,12.5,17.9,300.0,1.0,10.5,1.32
38.9,1.0,25.9,115.0,30.5,15.4,36.5,583.0,1.0,1.0,1.81
