praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
337.0,542.0,557.0,1027.0,2.33,17.6,105.0,82.8,227.0,1230.0,737.0
155.0,223.0,48.3,82.8,16.3,11.2,59.9,110.0,67.3,429.0,119.0
973.0,1499.0,685.0,1241.0,9.06,196.0,1358.0,71.0,704.0,3587.0,914.0
334.0,528.0,84.3,160.0,20.5,34.3,239.0,5.94,70.4,396.0,167.0
61.0,76.4,123.0,276.0,13.9,79.9,500.0,8.51,730.0,3752.0,2187.0
414.0,770.0,219.0,389.0,16.4,44.5,308.0,1.72,42.2,297.0,183.0
227.0,396.0,181.0,325.0,9.73,22.7,114.0,1.67,982.0,4740.0,1596.0
698.0,1084.0,667.0,1114.0,39.6,47.8,255.0,8.9,36.2,204.0,53.3
227.0,343.0,170.0,340.0,20.5,40.7,213.0,9.91,244.0,1322.0,1219.0
400.0,626.0,153.0,239.0,4.53,45.3,316.0,12.1,102.0,599.0,90.6
172.0,297.0,1208.0,1928.0,17.9,117.0,723.0,9.06,30.8,191.0,82.0
343.0,528.0,188.0,365.0,9.39,73.0,491.0,7.91,47.4,328.0,253.0
89.0,151.0,125.0,286.0,4.7,29.4,191.0,4.74,61.0,346.0,131.0
151.0,262.0,302.0,509.0,2.15,14.7,168.0,4.96,352.0,1963.0,1420.0
44.1,86.6,125.0,215.0,6.79,54.2,389.0,16.5,15.1,77.0,956.0
352.0,583.0,137.0,257.0,10.2,31.1,189.0,8.82,82.0,466.0,175.0
2350.0,3685.0,1104.0,1843.0,9.73,47.0,269.0,9.91,115.0,874.0,133.0
137.0,225.0,173.0,289.0,11.0,26.2,150.0,1.0,221.0,1186.0,414.0
491.0,813.0,121.0,262.0,1.01,32.2,155.0,4.74,461.0,2458.0,191.0
136.0,178.0,264.0,449.0,7.64,27.6,221.0,9.06,279.0,1568.0,737.0
193.0,346.0,231.0,392.0,5.0,104.0,679.0,8.9,284.0,1554.0,422.0
271.0,392.0,129.0,246.0,16.0,37.2,231.0,11.8,76.4,519.0,181.0
151.0,289.0,53.3,67.3,55.7,98.2,655.0,14.9,26.2,168.0,14.5
528.0,866.0,231.0,392.0,19.3,101.0,717.0,12.4,244.0,1611.0,349.0
115.0,215.0,385.0,685.0,66.1,26.9,168.0,2.57,106.0,717.0,355.0
142.0,215.0,181.0,368.0,13.3,21.9,160.0,3.89,340.0,1911.0,1322.0
292.0,437.0,557.0,1104.0,21.9,38.5,233.0,17.2,40.3,248.0,227.0
70.4,110.0,1860.0,2943.0,135.0,52.8,355.0,5.88,167.0,982.0,200.0
127.0,225.0,173.0,325.0,3.05,47.8,305.0,27.9,198.0,1208.0,644.0
382.0,615.0,269.0,519.0,15.1,58.8,433.0,9.39,1055.0,5280.0,1310.0
70.4,90.6,375.0,644.0,12.3,24.8,132.0,6.85,241.0,1446.0,922.0
505.0,965.0,241.0,449.0,1.0,87.4,578.0,13.2,313.0,1625.0,461.0
1499.0,2247.0,217.0,359.0,6.73,41.8,178.0,7.84,225.0,1358.0,478.0
239.0,379.0,255.0,422.0,1.64,64.9,470.0,3.05,90.6,583.0,195.0
305.0,437.0,389.0,757.0,14.3,38.2,221.0,1.36,25.7,117.0,106.0
365.0,567.0,130.0,237.0,10.0,65.5,340.0,20.5,1165.0,5674.0,1370.0
319.0,523.0,453.0,914.0,22.1,34.3,235.0,6.55,42.9,211.0,217.0
205.0,305.0,757.0,1322.0,13.7,19.1,94.7,70.4,61.5,349.0,337.0
2813.0,4179.0,313.0,599.0,13.8,36.5,241.0,8.98,99.1,644.0,227.0
172.0,262.0,533.0,890.0,31.3,67.9,453.0,5.73,375.0,1981.0,685.0
93.1,137.0,311.0,638.0,6.38,83.5,599.0,8.66,95.6,523.0,246.0
202.0,325.0,743.0,1208.0,17.9,67.9,372.0,9.91,76.4,491.0,111.0
178.0,284.0,292.0,514.0,1.0,64.4,407.0,17.0,64.9,372.0,193.0
151.0,257.0,195.0,311.0,6.55,14.7,50.0,44.1,142.0,931.0,470.0
225.0,382.0,95.6,172.0,1.02,30.2,186.0,9.22,131.0,764.0,292.0
176.0,284.0,1094.0,1827.0,44.1,2.07,37.5,12.7,38.9,264.0,80.6
215.0,328.0,599.0,1027.0,11.5,100.0,599.0,23.5,784.0,3820.0,1963.0
470.0,784.0,193.0,337.0,11.2,31.1,175.0,11.5,44.5,257.0,127.0
939.0,1370.0,96.5,188.0,8.58,26.4,200.0,5.62,20.9,127.0,50.9
129.0,248.0,225.0,375.0,5.38,44.9,382.0,2.17,45.3,250.0,229.0
313.0,429.0,195.0,385.0,15.1,78.4,523.0,28.4,34.9,52.3,1197.0
437.0,806.0,123.0,244.0,4.57,49.6,286.0,88.2,973.0,4614.0,1472.0
227.0,400.0,1554.0,2525.0,120.0,89.0,552.0,31.9,188.0,1252.0,346.0
813.0,1334.0,519.0,965.0,15.0,48.7,279.0,14.3,38.9,244.0,219.0
129.0,229.0,604.0,1000.0,25.9,42.6,225.0,10.9,578.0,2969.0,638.0
284.0,457.0,146.0,284.0,11.8,56.7,289.0,26.7,340.0,2035.0,319.0
244.0,313.0,319.0,542.0,3.22,74.3,449.0,13.6,257.0,1512.0,866.0
355.0,615.0,1370.0,1963.0,34.6,41.0,235.0,6.67,124.0,615.0,372.0
368.0,610.0,167.0,292.0,13.3,52.3,422.0,6.1,20.2,47.0,1370.0
302.0,441.0,737.0,1275.0,25.3,69.2,313.0,31.9,35.9,235.0,191.0
193.0,337.0,66.1,98.2,8.98,73.0,437.0,20.4,231.0,1407.0,922.0
284.0,523.0,355.0,692.0,15.1,72.3,509.0,18.1,29.4,142.0,139.0
93.1,114.0,379.0,743.0,13.0,145.0,1018.0,13.8,104.0,704.0,276.0
135.0,202.0,429.0,692.0,17.0,57.3,375.0,23.7,170.0,1084.0,449.0
1358.0,2072.0,114.0,233.0,4.87,35.5,161.0,10.3,108.0,615.0,200.0
167.0,211.0,235.0,414.0,9.31,125.0,799.0,37.5,102.0,632.0,325.0
567.0,770.0,71.7,141.0,6.61,34.3,207.0,4.96,47.0,302.0,178.0
181.0,331.0,483.0,843.0,17.8,3.72,28.6,71.0,982.0,5003.0,2864.0
519.0,890.0,276.0,588.0,6.98,108.0,632.0,5.14,19.6,93.9,160.0
2890.0,4451.0,698.0,1263.0,157.0,55.2,365.0,13.6,1186.0,6153.0,1134.0
200.0,300.0,289.0,496.0,5.88,63.8,368.0,9.06,93.1,562.0,319.0
105.0,239.0,322.0,557.0,29.7,142.0,1009.0,54.7,46.1,191.0,437.0
279.0,491.0,4.66,11.9,15.5,56.2,372.0,11.9,188.0,1104.0,1027.0
248.0,407.0,422.0,828.0,9.47,32.5,188.0,12.1,179.0,1075.0,158.0
621.0,1027.0,229.0,466.0,5.78,15.0,121.0,4.61,17.9,130.0,66.7
145.0,241.0,145.0,246.0,1.67,40.7,246.0,8.43,27.6,150.0,24.6
104.0,191.0,200.0,365.0,9.22,79.1,385.0,8.58,698.0,3429.0,1685.0
615.0,991.0,217.0,368.0,10.1,40.3,297.0,7.43,31.1,209.0,183.0
692.0,1065.0,820.0,2308.0,80.6,91.4,509.0,34.9,42.6,271.0,69.2
143.0,221.0,1582.0,2548.0,40.3,89.0,594.0,23.3,542.0,2943.0,2503.0
191.0,284.0,44.5,71.0,13.7,66.7,368.0,10.8,17.8,89.0,965.0
145.0,244.0,114.0,207.0,4.57,44.5,229.0,13.9,55.2,334.0,71.7
1075.0,1625.0,276.0,523.0,10.6,71.7,449.0,11.1,3.11,40.3,813.0
372.0,533.0,1263.0,1999.0,47.0,27.9,184.0,1.09,114.0,730.0,207.0
311.0,519.0,246.0,403.0,11.5,85.1,437.0,16.4,80.6,478.0,313.0
219.0,352.0,3.37,15.3,30.5,75.7,509.0,15.5,52.8,346.0,302.0
281.0,433.0,271.0,461.0,7.5,60.4,340.0,19.3,137.0,851.0,389.0
250.0,441.0,215.0,418.0,10.5,25.5,189.0,1.01,1346.0,6671.0,2864.0
284.0,433.0,359.0,583.0,9.39,18.4,103.0,5.05,98.2,610.0,131.0
685.0,1208.0,153.0,300.0,5.38,58.8,359.0,13.8,47.4,286.0,368.0
71.7,137.0,1094.0,1670.0,30.2,26.9,195.0,9.56,126.0,866.0,235.0
241.0,418.0,343.0,655.0,10.0,91.4,519.0,9.56,51.9,264.0,483.0
142.0,213.0,184.0,286.0,15.8,16.7,146.0,5.78,1.0,13.3,12.9
70.4,100.0,1670.0,2458.0,113.0,93.9,567.0,39.6,65.5,379.0,91.4
269.0,474.0,101.0,198.0,9.31,28.4,183.0,33.7,583.0,3023.0,2207.0
308.0,509.0,557.0,922.0,15.1,43.3,178.0,8.82,48.7,302.0,87.4
138.0,246.0,129.0,259.0,19.6,67.3,362.0,31.3,65.5,379.0,533.0
337.0,533.0,112.0,191.0,4.33,78.4,500.0,5.88,44.1,264.0,184.0
202.0,269.0,229.0,375.0,18.6,18.8,106.0,6.26,42.9,250.0,193.0
124.0,217.0,104.0,186.0,38.2,50.5,331.0,21.1,61.5,403.0,799.0
142.0,231.0,225.0,414.0,1.0,119.0,710.0,7.91,487.0,2864.0,692.0
311.0,528.0,170.0,279.0,12.4,101.0,673.0,20.7,35.5,186.0,147.0
1395.0,2148.0,75.7,119.0,1.65,91.4,567.0,25.9,27.6,172.0,89.0
1611.0,2350.0,239.0,375.0,1.0,44.1,225.0,9.65,93.1,626.0,59.4
209.0,349.0,239.0,437.0,3.31,50.9,264.0,18.1,679.0,3398.0,1322.0
150.0,248.0,313.0,610.0,13.5,55.2,297.0,95.6,56.2,355.0,163.0
433.0,698.0,1084.0,1860.0,1.53,64.4,382.0,17.5,118.0,784.0,343.0
704.0,1346.0,382.0,583.0,6.67,71.7,433.0,8.66,217.0,1230.0,496.0
359.0,621.0,453.0,991.0,28.1,53.8,362.0,5.33,59.9,343.0,135.0
165.0,264.0,588.0,1124.0,6.26,104.0,610.0,27.9,46.6,294.0,107.0
219.0,355.0,96.5,163.0,12.2,53.8,271.0,1.0,75.7,418.0,346.0
198.0,308.0,160.0,305.0,3.75,78.4,710.0,89.0,49.1,305.0,141.0
21.1,15.3,205.0,396.0,9.65,69.2,567.0,17.8,491.0,2714.0,806.0
308.0,470.0,147.0,229.0,4.37,34.6,181.0,2.92,107.0,599.0,255.0
122.0,209.0,965.0,1540.0,10.3,160.0,882.0,55.2,799.0,4105.0,2227.0
638.0,1114.0,188.0,349.0,10.5,42.9,319.0,9.47,286.0,1655.0,229.0
223.0,372.0,149.0,257.0,5.73,27.9,113.0,2.69,49.6,302.0,167.0
519.0,965.0,183.0,328.0,7.23,11.5,108.0,4.1,55.2,379.0,179.0
215.0,322.0,281.0,552.0,4.7,41.4,229.0,16.0,349.0,1827.0,262.0
173.0,340.0,610.0,1230.0,6.85,81.3,500.0,16.0,109.0,615.0,155.0
389.0,692.0,410.0,717.0,11.9,41.8,200.0,14.3,441.0,2393.0,764.0
352.0,615.0,183.0,257.0,5.42,27.6,198.0,7.04,557.0,3051.0,588.0
259.0,362.0,110.0,209.0,7.64,45.7,271.0,16.5,730.0,3718.0,1009.0
223.0,362.0,410.0,730.0,11.8,111.0,661.0,14.6,302.0,1640.0,626.0
349.0,594.0,195.0,337.0,12.0,38.5,219.0,14.7,79.1,487.0,165.0
179.0,308.0,150.0,445.0,18.3,50.5,205.0,11.9,67.3,478.0,106.0
352.0,562.0,147.0,271.0,4.41,33.1,267.0,3.89,403.0,2267.0,991.0
352.0,599.0,433.0,791.0,5.33,96.5,723.0,4.18,22.5,127.0,29.4
325.0,547.0,160.0,250.0,10.3,16.1,111.0,8.51,92.2,519.0,334.0
3820.0,5829.0,125.0,209.0,1.01,103.0,528.0,10.0,94.7,578.0,267.0
286.0,496.0,255.0,389.0,1.11,28.1,175.0,6.73,154.0,851.0,202.0
429.0,723.0,248.0,414.0,11.7,57.3,292.0,15.0,385.0,2110.0,1263.0
158.0,246.0,340.0,655.0,6.61,12.0,64.9,153.0,131.0,764.0,237.0
223.0,267.0,385.0,692.0,16.0,126.0,820.0,40.0,106.0,649.0,193.0
154.0,239.0,271.0,500.0,1.01,69.2,445.0,10.6,784.0,3854.0,1037.0
429.0,667.0,433.0,791.0,20.7,34.0,225.0,3.02,483.0,2393.0,1084.0
400.0,552.0,149.0,248.0,2.29,76.4,483.0,3.05,50.0,331.0,97.3
141.0,215.0,75.7,151.0,4.14,80.6,466.0,22.3,170.0,1055.0,372.0
483.0,757.0,259.0,491.0,15.3,75.7,474.0,12.3,69.8,414.0,250.0
158.0,257.0,89.0,178.0,8.2,104.0,583.0,11.4,211.0,1322.0,1472.0
355.0,533.0,302.0,567.0,9.06,62.1,362.0,9.39,135.0,799.0,235.0
1811.0,2666.0,300.0,514.0,15.8,39.6,259.0,7.17,47.0,325.0,241.0
191.0,262.0,71.7,121.0,8.82,103.0,615.0,36.2,474.0,2666.0,1000.0
239.0,379.0,211.0,365.0,8.06,9.73,85.8,1.55,91.4,542.0,113.0
281.0,478.0,673.0,1124.0,55.7,46.1,219.0,10.3,155.0,843.0,241.0
316.0,505.0,392.0,750.0,6.49,42.2,196.0,7.3,195.0,1027.0,898.0
389.0,685.0,843.0,1433.0,16.5,66.7,528.0,4.18,158.0,973.0,160.0
297.0,514.0,176.0,334.0,5.88,142.0,806.0,10.2,112.0,737.0,257.0
956.0,1499.0,322.0,523.0,4.29,62.6,396.0,30.0,32.5,205.0,135.0
1037.0,1433.0,241.0,433.0,3.52,202.0,1219.0,83.5,54.2,281.0,92.2
375.0,644.0,567.0,1027.0,16.7,38.2,223.0,1.08,1104.0,5674.0,965.0
294.0,478.0,106.0,188.0,2.33,8.66,82.8,12.5,104.0,638.0,248.0
207.0,334.0,225.0,407.0,10.7,38.2,262.0,8.28,34.9,161.0,77.7
433.0,632.0,340.0,573.0,16.4,39.2,300.0,5.28,308.0,1794.0,368.0
311.0,505.0,365.0,692.0,6.32,29.4,188.0,8.35,132.0,730.0,866.0
302.0,491.0,179.0,325.0,5.0,105.0,655.0,11.4,56.7,349.0,99.1
1762.0,2525.0,302.0,588.0,14.5,80.6,567.0,10.5,76.4,487.0,276.0
77.0,110.0,599.0,1114.0,26.2,89.0,621.0,6.15,34.9,141.0,67.3
209.0,313.0,160.0,316.0,10.1,124.0,835.0,15.3,34.3,181.0,143.0
198.0,389.0,119.0,248.0,3.59,45.7,253.0,12.2,106.0,583.0,389.0
219.0,385.0,6208.0,9058.0,308.0,19.3,130.0,5.05,259.0,1322.0,191.0
297.0,445.0,673.0,1186.0,10.6,63.8,331.0,21.7,51.4,292.0,81.3
158.0,276.0,167.0,292.0,12.3,71.0,418.0,4.14,47.4,264.0,145.0
422.0,698.0,204.0,325.0,1.09,77.7,523.0,5.67,410.0,2247.0,1000.0
118.0,163.0,46.6,102.0,4.7,112.0,679.0,17.0,422.0,2329.0,1298.0
215.0,372.0,1596.0,2738.0,59.9,58.8,355.0,8.35,40.0,211.0,54.2
538.0,843.0,67.9,108.0,5.19,16.4,106.0,1.0,138.0,906.0,355.0
225.0,349.0,457.0,806.0,10.5,82.0,547.0,3.16,49.1,343.0,170.0
202.0,325.0,667.0,1155.0,11.3,103.0,514.0,16.3,509.0,2642.0,982.0
661.0,982.0,223.0,389.0,22.3,133.0,777.0,13.6,33.7,50.9,1094.0
244.0,385.0,35.5,91.4,54.2,46.6,289.0,3.46,202.0,1219.0,229.0
400.0,523.0,599.0,1075.0,10.6,198.0,1346.0,11.5,655.0,3249.0,1334.0
1155.0,1582.0,914.0,1526.0,33.4,59.9,325.0,12.9,70.4,433.0,239.0
311.0,533.0,267.0,441.0,2.76,49.6,319.0,9.31,62.1,403.0,44.1
269.0,359.0,9.31,33.7,19.5,108.0,813.0,22.5,106.0,573.0,181.0
322.0,578.0,124.0,248.0,1.51,66.7,523.0,26.7,147.0,757.0,186.0
346.0,583.0,407.0,704.0,12.2,46.6,219.0,103.0,828.0,3995.0,1811.0
172.0,239.0,1526.0,2350.0,50.5,64.9,496.0,17.5,583.0,3134.0,956.0
231.0,346.0,183.0,331.0,17.9,105.0,599.0,13.1,51.9,343.0,300.0
737.0,1219.0,181.0,322.0,6.61,59.9,433.0,15.7,94.7,528.0,150.0
334.0,578.0,244.0,418.0,4.87,47.8,302.0,1.45,120.0,667.0,723.0
396.0,615.0,215.0,346.0,1.14,29.4,149.0,1.93,18.1,32.8,418.0
205.0,294.0,179.0,325.0,6.92,38.5,235.0,13.3,939.0,4870.0,1911.0
418.0,632.0,196.0,385.0,10.8,63.8,392.0,14.6,125.0,737.0,632.0
281.0,426.0,135.0,233.0,13.2,31.6,189.0,9.65,41.4,248.0,46.6
264.0,396.0,1208.0,2035.0,66.7,127.0,655.0,12.3,88.2,505.0,264.0
835.0,1286.0,730.0,1420.0,26.9,47.4,337.0,42.9,22.5,102.0,129.0
806.0,1176.0,604.0,1114.0,12.0,88.2,583.0,10.5,165.0,882.0,542.0
132.0,225.0,82.8,638.0,47.8,71.7,389.0,13.1,449.0,2393.0,1433.0
583.0,922.0,533.0,874.0,26.9,21.1,189.0,2.48,478.0,2642.0,1219.0
165.0,209.0,316.0,533.0,5.23,67.9,466.0,10.0,121.0,737.0,167.0
160.0,248.0,375.0,704.0,8.51,27.4,142.0,4.49,117.0,730.0,146.0
123.0,209.0,106.0,196.0,9.65,66.1,410.0,9.14,281.0,1731.0,991.0
1046.0,1526.0,313.0,638.0,6.15,42.2,300.0,17.2,175.0,1144.0,392.0
457.0,632.0,135.0,239.0,6.44,120.0,914.0,52.3,19.1,63.8,1512.0
1046.0,1625.0,311.0,542.0,18.3,77.0,644.0,4.1,135.0,874.0,264.0
161.0,239.0,289.0,573.0,3.89,44.5,231.0,1.57,250.0,1625.0,276.0
94.7,138.0,151.0,225.0,6.21,68.5,426.0,7.77,88.2,528.0,105.0
667.0,1219.0,237.0,407.0,6.38,57.8,343.0,7.64,96.5,466.0,133.0
157.0,229.0,101.0,213.0,42.2,102.0,621.0,14.6,75.0,509.0,167.0
567.0,965.0,491.0,906.0,1.79,14.2,69.2,5.38,149.0,1027.0,328.0
231.0,372.0,820.0,1778.0,25.9,121.0,858.0,12.1,143.0,947.0,1018.0
244.0,319.0,195.0,375.0,5.14,38.2,255.0,12.6,91.4,514.0,478.0
246.0,372.0,294.0,523.0,5.99,82.8,478.0,10.9,69.2,372.0,207.0
441.0,820.0,239.0,340.0,7.77,12.1,98.2,9.82,71.0,433.0,286.0
294.0,457.0,284.0,441.0,21.5,30.8,124.0,11.4,100.0,692.0,433.0
102.0,164.0,233.0,407.0,12.2,59.4,385.0,10.0,487.0,2690.0,1075.0
165.0,250.0,300.0,567.0,10.5,161.0,991.0,7.91,10.4,43.7,965.0
692.0,931.0,276.0,478.0,14.6,113.0,626.0,15.8,396.0,2017.0,496.0
638.0,982.0,112.0,205.0,8.2,67.9,483.0,5.47,59.9,343.0,1395.0
235.0,368.0,96.5,150.0,4.53,105.0,557.0,4.29,37.2,198.0,191.0
248.0,429.0,244.0,453.0,8.2,41.0,200.0,6.92,130.0,770.0,255.0
331.0,621.0,129.0,547.0,15.3,89.8,523.0,11.3,186.0,1000.0,723.0
973.0,1472.0,77.0,114.0,13.6,25.0,137.0,8.66,86.6,588.0,127.0
313.0,491.0,165.0,661.0,22.7,73.0,500.0,14.3,79.1,538.0,262.0
578.0,1000.0,149.0,271.0,2.07,38.9,257.0,11.5,52.3,385.0,274.0
750.0,1298.0,385.0,667.0,5.38,42.9,264.0,7.91,78.4,429.0,284.0
133.0,259.0,250.0,461.0,1.0,58.3,349.0,37.9,32.5,154.0,813.0
368.0,632.0,1860.0,2890.0,93.1,96.5,583.0,8.13,118.0,679.0,138.0
227.0,422.0,305.0,437.0,21.9,99.1,777.0,3.13,26.2,64.4,882.0
474.0,737.0,217.0,305.0,5.52,106.0,723.0,3.43,61.0,325.0,175.0
200.0,294.0,1124.0,1860.0,95.6,17.9,123.0,14.3,43.7,250.0,110.0
1104.0,1526.0,153.0,316.0,7.5,83.5,604.0,34.3,25.0,130.0,56.7
93.1,132.0,474.0,757.0,24.8,64.9,437.0,8.9,105.0,557.0,184.0
250.0,346.0,305.0,528.0,6.21,42.9,198.0,18.8,46.6,286.0,262.0
1252.0,1843.0,491.0,922.0,12.0,76.4,496.0,5.0,313.0,1946.0,274.0
262.0,483.0,135.0,241.0,3.72,87.4,533.0,8.66,11.3,53.8,84.3
547.0,914.0,723.0,1370.0,11.0,27.9,200.0,9.73,209.0,1165.0,286.0
202.0,337.0,89.8,196.0,8.28,91.4,470.0,23.5,45.3,274.0,129.0
931.0,1433.0,90.6,200.0,3.31,72.3,437.0,10.7,55.2,325.0,80.6
557.0,939.0,269.0,491.0,12.5,17.8,97.3,13.1,1611.0,7499.0,2247.0
175.0,241.0,316.0,562.0,4.03,55.7,308.0,9.06,52.8,284.0,146.0
379.0,523.0,64.9,121.0,2.67,56.2,286.0,5.99,205.0,1124.0,1009.0
1114.0,1611.0,685.0,1252.0,17.2,58.8,375.0,9.91,1155.0,6378.0,2035.0
257.0,392.0,922.0,1568.0,36.5,24.8,89.8,10.2,130.0,698.0,233.0
133.0,235.0,552.0,1009.0,6.61,75.0,403.0,11.0,71.0,375.0,202.0
96.5,150.0,215.0,316.0,8.9,43.3,284.0,4.37,50.5,292.0,168.0
1843.0,2788.0,523.0,931.0,19.3,50.5,267.0,5.73,52.3,286.0,151.0
723.0,1252.0,519.0,991.0,14.9,47.0,250.0,1.0,34.9,188.0,34.9
127.0,186.0,396.0,717.0,11.9,28.9,202.0,14.3,86.6,487.0,382.0
105.0,183.0,145.0,264.0,4.03,157.0,1055.0,33.4,90.6,533.0,300.0
198.0,340.0,115.0,193.0,1.95,23.7,184.0,7.77,400.0,2480.0,757.0
196.0,313.0,730.0,1346.0,15.5,69.8,385.0,8.58,27.4,108.0,111.0
346.0,562.0,200.0,331.0,8.58,5.57,20.5,79.9,44.1,262.0,87.4
184.0,289.0,284.0,478.0,10.3,42.2,325.0,7.7,95.6,542.0,244.0
202.0,519.0,325.0,483.0,7.7,45.7,244.0,11.4,120.0,621.0,286.0
99.1,126.0,300.0,496.0,20.4,23.5,141.0,7.1,73.0,478.0,108.0
271.0,403.0,433.0,698.0,21.5,28.4,150.0,16.1,184.0,956.0,146.0
117.0,173.0,176.0,311.0,7.04,54.7,429.0,4.0,154.0,906.0,139.0
57.8,114.0,400.0,730.0,6.44,41.4,179.0,12.6,403.0,2129.0,2436.0
235.0,355.0,717.0,1433.0,29.7,37.5,205.0,15.7,96.5,547.0,160.0
644.0,1009.0,828.0,1472.0,80.6,32.8,160.0,6.67,59.4,340.0,80.6
368.0,632.0,491.0,791.0,13.9,22.9,123.0,18.4,204.0,1018.0,2864.0
313.0,461.0,50.5,142.0,71.7,38.5,271.0,8.2,47.0,279.0,124.0
186.0,286.0,2110.0,3491.0,53.8,20.2,145.0,2.97,54.2,311.0,103.0
200.0,286.0,267.0,478.0,7.99,60.4,375.0,6.92,223.0,1219.0,1843.0
325.0,519.0,178.0,328.0,2.69,89.8,655.0,7.99,59.4,305.0,217.0
743.0,1124.0,93.9,167.0,10.2,41.0,316.0,5.94,189.0,1230.0,237.0
127.0,250.0,131.0,257.0,8.98,21.9,103.0,8.58,109.0,692.0,158.0
108.0,167.0,284.0,470.0,9.06,61.0,311.0,3.05,42.9,215.0,75.7
1715.0,2480.0,365.0,704.0,8.2,84.3,505.0,14.9,36.5,189.0,111.0
334.0,528.0,155.0,284.0,4.26,99.1,557.0,20.2,83.5,538.0,178.0
126.0,205.0,168.0,284.0,10.1,61.0,340.0,16.8,85.1,509.0,191.0
138.0,255.0,54.2,90.6,5.14,42.6,300.0,2.48,158.0,939.0,253.0
445.0,632.0,183.0,355.0,4.53,39.2,211.0,8.66,75.7,496.0,173.0
851.0,1310.0,389.0,632.0,4.37,63.8,349.0,69.8,241.0,1407.0,982.0
121.0,205.0,93.1,211.0,9.91,8.28,22.5,58.3,57.3,429.0,111.0
