praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
124.0,176.0,15.0,25.9,31.6,1.0,31.1,124.0,2.67,29.7,12.6
770.0,1084.0,13.8,19.1,8.28,27.4,145.0,6321.0,3.31,37.5,164.0
100.0,126.0,18.4,32.5,7.84,10.8,111.0,189.0,6.49,45.7,11.0
403.0,610.0,6.32,106.0,12.5,16.1,186.0,1094.0,3.02,30.2,15.8
257.0,410.0,6.98,21.5,48.3,1.0,38.5,54.7,20.2,52.3,27.1
1286.0,1827.0,10.0,50.9,42.2,3.62,59.9,183.0,33.7,96.5,48.3
141.0,229.0,5.67,13.5,40.3,1.03,233.0,441.0,1.0,19.6,8.06
55.7,112.0,14.6,20.4,7.77,1.88,16.7,10.9,3.72,10.6,3.96
175.0,217.0,9.14,73.7,28.1,1.5,31.9,62.6,4.18,47.4,19.5
1230.0,1700.0,12.9,142.0,43.7,2.84,33.7,79.1,10.3,38.5,25.7
246.0,352.0,10.6,17.0,18.4,1.0,27.4,48.7,11.2,46.6,147.0
12.7,17.9,13.1,56.2,14.1,1.14,32.8,45.7,3.16,33.1,11.5
313.0,445.0,15.7,16.3,1.01,1.18,29.4,36.8,1.0,13.2,6.04
67.3,106.0,14.5,22.9,15.4,20.5,71.7,882.0,5.19,16.4,7.37
496.0,770.0,12.6,14.3,9.22,2.37,27.6,45.3,11.8,34.9,19.3
368.0,588.0,19.8,130.0,51.4,17.2,67.9,2458.0,19.3,44.9,8.58
204.0,244.0,18.4,27.6,25.9,1.0,42.2,82.0,5.99,5.62,3.75
137.0,183.0,7.99,4.03,10.1,1.24,12.2,85.1,3.08,21.3,76.4
305.0,552.0,4.0,183.0,24.6,2.62,28.1,155.0,1.58,47.8,11.7
207.0,331.0,1.1,11.7,6.26,8.98,44.9,284.0,4.45,41.0,8.98
215.0,337.0,44.1,109.0,87.4,3.89,25.5,1778.0,1.0,11.7,1.0
334.0,449.0,11.9,87.4,21.5,4.78,82.0,1794.0,34.0,82.8,56.7
120.0,215.0,16.0,22.7,4.78,2.79,66.1,279.0,8.9,30.0,23.5
308.0,466.0,5.14,2.92,10.6,3.0,42.2,241.0,2.27,16.3,12.3
42.2,46.6,14.2,21.9,14.5,6.1,79.1,1176.0,20.4,59.4,32.5
39.6,59.4,9.65,21.1,10.6,1.91,14.1,55.7,1.0,11.5,7.57
209.0,271.0,23.5,31.6,10.6,7.3,101.0,217.0,14.7,27.1,4.7
281.0,400.0,9.73,23.1,30.5,25.5,153.0,2054.0,38.5,79.1,237.0
132.0,188.0,18.9,17.5,2.97,55.2,219.0,4255.0,10.8,38.5,106.0
433.0,638.0,7.99,130.0,26.7,1.96,74.3,215.0,4.07,23.3,12.2
183.0,225.0,38.9,100.0,69.8,1.0,56.2,109.0,1.57,28.1,6.44
308.0,514.0,13.7,59.9,6.85,4.74,67.9,292.0,9.91,101.0,172.0
127.0,195.0,14.2,17.8,21.1,1.67,23.7,74.3,16.7,61.0,11.2
1275.0,1827.0,8.74,16.0,5.52,4.87,39.6,100.0,23.1,56.2,15.8
186.0,235.0,34.3,120.0,48.3,2.05,89.0,184.0,31.9,119.0,49.6
105.0,155.0,17.2,19.3,6.85,1.0,31.9,137.0,1.0,12.9,8.9
325.0,491.0,35.5,69.8,13.5,1.0,43.3,106.0,13.1,42.2,94.7
69.8,109.0,11.9,49.6,11.0,2.07,113.0,264.0,11.5,37.5,10.6
1018.0,1446.0,4.07,122.0,13.3,3.08,14.6,64.4,3.89,27.6,13.9
76.4,57.3,20.9,109.0,112.0,28.6,137.0,2054.0,3.79,44.9,10.1
59.4,63.2,28.6,61.5,27.9,1.53,37.2,139.0,23.5,53.8,21.9
343.0,599.0,16.3,53.3,13.9,1.7,32.5,137.0,3.92,27.6,3.25
297.0,403.0,5.78,22.9,7.3,3.37,109.0,328.0,3.65,22.7,6.15
588.0,922.0,22.5,33.1,20.5,24.4,70.4,1286.0,7.37,51.4,98.2
791.0,1197.0,47.0,13.0,26.9,1.61,28.6,53.3,44.5,88.2,25.0
235.0,340.0,16.8,15.1,17.8,1.01,33.1,58.8,1.17,32.5,5.47
170.0,239.0,6.92,67.3,11.0,16.0,63.2,1486.0,57.3,139.0,33.7
644.0,1000.0,6.61,1.47,154.0,1.88,59.9,219.0,32.5,66.1,28.6
284.0,414.0,17.0,20.4,8.35,2.35,28.1,35.5,1.0,32.5,13.1
638.0,956.0,18.9,50.5,46.6,9.91,93.1,1382.0,1.35,33.1,16.1
235.0,334.0,10.4,61.0,11.3,1.0,70.4,241.0,1.0,9.56,12.1
225.0,340.0,13.8,56.7,36.8,2.13,58.3,255.0,2.04,29.4,1.95
382.0,562.0,131.0,93.9,770.0,1.12,31.1,102.0,1.61,18.1,3.16
2738.0,3924.0,14.9,11.1,6.04,2.57,78.4,221.0,1.65,18.1,3.4
898.0,1407.0,7.77,13.9,30.2,12.3,77.7,1794.0,13.8,45.3,17.0
193.0,264.0,20.5,19.5,17.9,18.9,61.0,1124.0,2.11,13.1,61.5
42.9,34.3,117.0,219.0,59.9,3.31,30.5,91.4,15.4,32.8,195.0
1472.0,2072.0,34.9,28.9,19.6,7.7,49.6,2308.0,10.7,40.3,68.5
97.3,126.0,53.8,188.0,106.0,1.0,46.1,121.0,2.11,27.9,124.0
85.8,123.0,16.4,103.0,12.3,1.0,63.8,241.0,1.01,19.8,3.4
92.2,91.4,45.7,79.9,37.2,1.0,139.0,188.0,12.9,49.6,8.51
1155.0,1747.0,15.5,154.0,27.4,2.33,75.7,248.0,4.07,29.7,8.9
172.0,279.0,5.99,28.1,47.0,6.21,72.3,325.0,3.72,32.8,8.58
143.0,229.0,14.5,25.0,20.0,2.29,30.2,61.5,3.55,16.7,10.5
204.0,308.0,26.2,23.1,5.52,5.42,58.3,176.0,12.4,80.6,158.0
167.0,289.0,17.0,33.1,13.2,4.57,141.0,325.0,12.2,32.2,112.0
615.0,982.0,28.9,44.5,31.3,9.56,191.0,1670.0,1.18,7.37,7.64
223.0,352.0,16.1,163.0,55.7,10.8,132.0,1568.0,9.31,34.9,13.9
72.3,106.0,15.7,25.3,13.6,1.0,49.6,89.0,12.2,42.2,13.2
300.0,449.0,22.7,25.9,5.73,11.3,67.9,1407.0,4.22,48.3,12.0
31.3,34.6,7.57,150.0,21.1,1.31,118.0,257.0,31.1,58.8,22.3
99.1,184.0,10.2,89.0,34.0,1.21,50.0,120.0,15.7,50.9,63.8
39.2,38.2,9.06,80.6,25.0,1.47,66.1,195.0,1.89,50.9,1.0
914.0,1370.0,4.18,15.5,63.8,1.88,49.1,143.0,2.11,29.4,4.07
109.0,176.0,15.8,973.0,98.2,3.28,57.3,279.0,37.9,67.3,4.61
86.6,81.3,89.0,246.0,111.0,1.0,33.7,80.6,11.4,35.2,71.7
35.9,35.2,23.1,95.6,32.5,3.11,75.0,289.0,3.43,25.3,8.9
487.0,685.0,13.0,18.4,4.7,5.0,121.0,392.0,17.8,41.8,17.2
478.0,723.0,18.4,21.3,1.0,12.4,91.4,2503.0,1.73,39.6,12.5
2714.0,3889.0,13.9,94.7,40.0,1.79,195.0,414.0,9.39,41.8,24.6
78.4,205.0,20.0,18.4,17.0,1.15,22.5,69.8,1.02,43.7,7.84
400.0,547.0,13.5,55.7,15.1,2.74,31.1,147.0,12.9,58.3,32.8
519.0,730.0,13.2,64.9,23.7,6.55,30.2,1700.0,24.6,48.3,13.5
225.0,305.0,33.7,58.3,30.8,7.3,56.7,1731.0,2.48,9.39,8.9
193.0,267.0,17.6,88.2,64.4,1.0,12.3,145.0,1.07,14.7,2.13
215.0,305.0,4.1,4.7,10.6,2.11,19.1,41.4,3.52,38.2,6.04
50.0,46.1,20.7,11.3,17.8,1.0,56.2,253.0,2.48,54.2,11.9
46.6,93.9,10.2,8.2,30.5,29.4,80.6,956.0,3.11,17.5,2.33
1420.0,1928.0,14.3,119.0,45.7,2.21,99.1,215.0,1.0,9.56,8.13
40.7,68.5,18.9,30.0,22.3,2.64,11.1,92.2,2.37,55.7,16.4
27.6,10.7,17.0,17.5,8.74,1.0,31.3,53.8,2.33,43.3,4.03
2035.0,2788.0,23.7,34.9,21.7,12.4,107.0,882.0,2.64,27.9,2.0
453.0,661.0,136.0,241.0,48.7,2.62,53.3,173.0,5.62,50.0,145.0
365.0,644.0,14.7,123.0,17.6,1.24,39.6,115.0,23.1,93.9,48.7
41.8,28.4,22.3,25.7,1.23,1.57,40.7,195.0,38.5,102.0,52.8
193.0,308.0,14.7,46.1,21.3,2.37,16.1,62.6,19.8,44.1,18.3
1065.0,1526.0,117.0,281.0,93.9,3.16,22.5,110.0,45.7,74.3,21.1
213.0,308.0,15.3,52.8,33.1,1.0,19.5,151.0,8.2,55.2,31.1
193.0,289.0,20.9,70.4,38.2,7.91,67.9,294.0,11.2,40.0,22.5
213.0,311.0,4.33,196.0,82.0,3.46,35.5,124.0,1.19,12.6,2.02
340.0,500.0,24.8,85.1,39.2,2.35,25.0,16.0,9.31,50.5,24.4
1134.0,1582.0,1.0,9.91,15.7,1.36,42.9,96.5,2.21,20.0,55.7
132.0,198.0,3.05,22.7,56.7,2.29,72.3,215.0,23.1,80.6,42.2
106.0,172.0,13.6,49.6,40.7,4.45,146.0,392.0,7.84,52.8,34.3
57.8,72.3,26.7,54.7,43.7,6.38,35.2,248.0,9.82,30.8,10.6
956.0,1382.0,16.7,20.9,13.8,11.0,49.6,1540.0,1.73,41.0,10.3
599.0,898.0,20.4,14.3,2.79,1.53,30.5,136.0,1.18,35.2,6.61
231.0,352.0,20.0,106.0,34.0,1.24,37.5,93.1,4.7,28.4,106.0
698.0,1104.0,21.9,21.5,5.05,3.02,138.0,359.0,46.1,93.1,29.7
1000.0,1512.0,16.8,106.0,24.1,6.85,63.2,271.0,4.1,23.3,17.6
188.0,292.0,11.4,93.1,14.1,1.0,38.5,129.0,1.04,17.6,8.06
56.2,56.7,11.9,120.0,31.3,1.0,57.3,163.0,3.4,13.9,12.9
164.0,213.0,15.8,552.0,66.1,1.0,25.7,90.6,5.33,77.7,175.0
1009.0,1420.0,21.1,26.7,53.3,6.49,67.3,346.0,1.0,31.6,1.79
461.0,784.0,20.2,24.1,7.43,1.1,20.2,87.4,1.64,19.1,2.53
297.0,437.0,7.7,18.4,17.6,23.7,77.7,973.0,1.0,44.9,12.7
164.0,269.0,59.9,67.3,23.1,1.0,118.0,223.0,1.0,8.74,1.51
649.0,1027.0,17.0,47.4,17.5,1.0,56.7,146.0,20.4,47.0,9.82
130.0,184.0,16.4,46.1,23.7,1.55,59.9,89.8,1.0,36.8,14.2
196.0,286.0,11.1,17.0,5.0,22.7,84.3,2308.0,2.79,10.1,7.37
231.0,325.0,13.8,51.9,22.3,2.74,51.9,129.0,3.11,23.5,6.61
23.9,32.5,15.4,4.03,23.3,5.14,49.6,1877.0,3.59,57.3,6.79
130.0,191.0,42.6,262.0,93.9,1.0,110.0,294.0,1.43,29.2,7.3
122.0,65.5,16.5,17.5,9.47,1.33,118.0,284.0,1.38,37.2,8.13
253.0,372.0,17.9,32.5,31.9,6.98,64.9,246.0,1.42,39.6,117.0
316.0,445.0,16.1,22.7,41.0,4.57,35.5,213.0,1.18,23.9,5.42
27.6,54.2,26.7,71.0,34.9,1.35,80.6,227.0,49.6,84.3,36.2
1124.0,1554.0,13.0,83.5,41.4,1.0,53.3,94.7,4.29,34.3,14.9
167.0,255.0,14.6,58.8,5.28,2.11,79.1,237.0,1.0,14.7,14.6
153.0,248.0,27.6,22.3,14.3,4.22,33.1,799.0,1.0,41.0,9.73
217.0,191.0,48.7,56.2,18.8,17.6,170.0,991.0,1.0,26.7,10.7
241.0,319.0,11.8,123.0,44.1,7.77,47.4,1334.0,3.0,52.3,20.9
433.0,588.0,15.5,14.5,13.2,4.33,17.6,71.0,2.86,22.3,3.46
1275.0,1811.0,15.1,19.1,14.2,16.5,121.0,1104.0,1.5,54.7,11.0
85.8,124.0,16.4,53.8,26.4,5.78,96.5,276.0,4.18,17.9,69.2
30.0,41.8,12.2,18.1,18.4,1.0,42.2,237.0,1.75,34.3,5.0
227.0,316.0,25.5,56.2,31.3,2.74,20.7,61.5,18.4,62.1,25.7
64.4,79.1,21.1,33.4,5.67,2.35,47.4,71.0,4.96,17.8,9.14
931.0,1310.0,12.5,23.7,1.3,5.09,44.5,85.1,1.64,14.3,10.4
466.0,777.0,16.5,18.8,10.6,1.08,64.4,163.0,16.4,51.9,30.2
1037.0,1420.0,20.7,12.5,19.1,1.0,67.9,143.0,2.55,11.2,7.64
85.8,107.0,14.5,35.2,8.74,1.36,17.6,50.0,3.59,38.9,2.55
470.0,704.0,17.2,21.7,5.62,1.0,38.2,54.7,3.05,24.8,17.9
673.0,939.0,24.1,24.8,2.07,7.57,112.0,1499.0,4.03,22.3,7.04
82.8,103.0,17.5,19.6,11.0,6.79,53.3,2148.0,28.4,66.7,103.0
84.3,142.0,9.65,142.0,8.35,1.45,126.0,352.0,3.65,29.2,111.0
300.0,445.0,18.4,16.7,12.6,25.9,158.0,1715.0,17.6,51.4,20.5
154.0,189.0,5.47,26.4,20.9,12.4,109.0,1433.0,2.15,53.8,11.0
843.0,1241.0,47.8,95.6,11.4,1.37,83.5,269.0,1.53,37.9,7.04
308.0,547.0,15.7,56.7,30.0,2.09,30.5,167.0,1.0,13.1,1.88
145.0,164.0,15.7,193.0,11.1,4.1,91.4,389.0,11.8,34.9,13.0
181.0,271.0,3.96,17.0,25.9,1.72,110.0,262.0,1.0,26.9,5.05
1794.0,2393.0,17.3,51.4,31.6,1.09,26.2,124.0,6.85,35.9,3.62
66.7,88.2,17.6,27.1,19.3,1.14,17.5,81.3,3.37,21.3,9.91
241.0,375.0,18.9,17.5,6.38,1.04,109.0,217.0,11.9,31.9,8.74
1252.0,1762.0,13.8,66.1,15.5,3.89,165.0,573.0,2.67,36.8,6.15
131.0,213.0,26.7,487.0,86.6,3.25,48.7,147.0,14.2,57.8,82.0
52.8,73.0,11.2,89.8,15.4,1.0,20.7,77.7,1.5,6.38,7.5
1526.0,2227.0,30.0,52.8,70.4,18.6,46.1,1176.0,21.7,72.3,42.2
914.0,1298.0,11.1,46.6,10.9,4.14,38.9,149.0,1.76,30.8,6.21
62.1,71.7,12.9,85.1,26.4,1.84,43.3,61.0,1.61,29.7,13.7
274.0,426.0,9.31,19.3,11.2,1.0,17.2,44.9,4.0,26.9,16.4
38.9,36.5,20.9,37.2,14.7,3.08,76.4,259.0,7.57,53.8,9.73
58.3,87.4,15.7,96.5,19.6,22.3,145.0,956.0,1.64,26.7,16.0
160.0,257.0,15.5,64.4,30.0,6.85,46.6,2350.0,1.54,34.9,12.2
227.0,289.0,8.2,173.0,25.3,8.13,155.0,449.0,1.27,44.9,17.6
63.2,89.0,20.4,23.5,73.0,1.43,40.3,167.0,1.0,21.3,6.49
157.0,231.0,18.8,15.7,15.0,25.5,97.3,757.0,3.05,10.0,7.84
32.5,77.0,10.7,25.0,19.8,1.0,23.5,93.9,1.0,28.4,6.32
209.0,334.0,21.5,11.9,7.3,1.54,51.9,164.0,30.8,115.0,56.7
547.0,906.0,26.9,319.0,50.9,1.24,124.0,340.0,9.91,34.0,20.2
158.0,204.0,7.99,23.9,13.2,1.78,41.8,173.0,3.02,24.4,5.52
231.0,269.0,24.8,22.7,41.4,1.45,11.8,78.4,8.2,32.8,9.14
138.0,193.0,17.2,68.5,29.2,26.2,227.0,2148.0,3.0,17.2,5.23
1252.0,1778.0,38.9,52.3,21.1,4.0,24.8,137.0,2.39,34.6,10.3
931.0,1395.0,42.2,133.0,313.0,1.18,122.0,183.0,1.04,32.5,3.16
130.0,198.0,16.5,10.8,22.9,2.74,30.8,91.4,10.8,32.5,5.83
103.0,176.0,29.4,66.7,78.4,1.67,20.5,66.7,1.5,48.7,5.0
78.4,94.7,9.22,25.0,42.6,4.29,64.4,209.0,1.0,19.6,5.42
231.0,322.0,14.1,21.7,14.2,1.0,66.7,62.6,15.1,59.9,14.5
632.0,843.0,25.0,88.2,59.9,12.0,55.2,1747.0,1.0,61.5,13.6
211.0,286.0,19.3,27.4,2.62,1.0,33.7,146.0,1.51,48.3,12.5
1230.0,1843.0,12.2,15.0,15.8,1.0,23.7,126.0,1.81,21.5,6.21
89.0,146.0,12.0,30.5,6.79,1.0,58.3,223.0,4.74,15.3,7.7
195.0,269.0,24.4,130.0,48.7,1.0,65.5,146.0,29.4,93.9,37.9
55.2,32.2,1.96,300.0,30.8,5.14,91.4,791.0,10.6,31.9,18.3
1144.0,1611.0,10.5,145.0,12.7,20.2,61.5,1230.0,3.59,31.1,8.51
186.0,302.0,1.0,271.0,16.3,6.98,44.5,449.0,1.57,17.6,6.1
1055.0,1625.0,10.3,35.5,64.9,4.61,29.4,29.2,1.2,32.5,4.61
483.0,737.0,13.7,55.2,21.9,2.57,91.4,292.0,1.0,30.8,15.1
52.8,86.6,7.3,27.6,42.9,2.84,46.1,104.0,1.14,20.7,4.14
95.6,137.0,21.9,37.5,13.1,1.54,41.4,123.0,1.2,16.0,8.98
211.0,322.0,42.6,45.3,13.6,10.6,85.1,407.0,1.0,44.9,6.49
302.0,437.0,12.7,39.2,17.9,1.0,53.3,168.0,3.62,50.9,79.9
1275.0,1843.0,19.5,153.0,23.3,1.0,79.1,271.0,1.0,25.7,5.47
533.0,813.0,5.94,12.4,20.5,1.0,32.2,65.5,1.5,20.4,2.33
939.0,1433.0,32.5,25.5,37.2,2.94,28.6,98.2,1.58,22.3,76.4
67.9,93.9,29.7,16.4,2.89,2.76,55.2,158.0,4.96,51.4,8.58
178.0,284.0,19.6,48.3,18.1,3.79,44.5,1298.0,39.6,62.6,28.9
1499.0,2091.0,26.2,52.8,106.0,3.43,133.0,331.0,3.85,30.5,16.3
225.0,346.0,23.5,53.8,84.3,19.5,85.8,1459.0,2.39,25.0,6.73
308.0,453.0,20.4,15.5,1.0,4.83,82.8,365.0,3.65,15.4,17.2
175.0,264.0,12.6,17.2,18.4,2.21,39.6,866.0,1.0,31.3,1.0
198.0,264.0,3.4,40.3,5.83,1.2,40.3,141.0,3.62,37.9,13.7
80.6,105.0,25.9,15.7,25.3,4.57,117.0,233.0,16.5,41.0,18.3
65.5,73.0,23.3,32.2,16.0,2.86,62.6,117.0,1.0,26.2,7.99
44.9,74.3,24.4,12.3,29.4,3.82,178.0,352.0,3.96,13.6,7.99
204.0,379.0,21.3,47.8,88.2,22.1,120.0,1540.0,10.7,37.5,18.3
223.0,365.0,10.8,31.6,35.2,1.73,37.2,143.0,4.18,15.8,1.88
87.4,167.0,25.5,379.0,66.7,1.0,45.7,57.8,33.1,57.8,43.3
478.0,770.0,15.4,85.8,22.1,1.47,84.3,328.0,1.08,22.1,4.96
58.8,125.0,7.57,196.0,27.4,2.81,17.2,98.2,4.26,20.5,14.9
147.0,176.0,11.2,34.9,36.8,6.21,54.2,1459.0,16.3,55.7,32.2
55.2,58.3,18.3,20.9,8.98,2.71,28.4,108.0,2.37,29.7,1.58
231.0,343.0,16.3,59.4,20.5,2.97,30.0,124.0,2.67,22.9,3.82
322.0,478.0,13.6,15.7,4.57,1.0,25.9,66.1,1.0,28.6,10.0
241.0,328.0,13.2,94.7,25.7,2.55,23.9,153.0,2.67,9.91,3.65
178.0,257.0,5.78,12.9,30.5,14.2,80.6,1911.0,5.99,42.2,10.6
385.0,578.0,8.13,155.0,45.7,3.79,133.0,414.0,3.59,24.4,4.22
300.0,426.0,21.1,20.5,12.1,3.72,61.0,274.0,1.3,24.1,7.64
127.0,172.0,17.9,56.7,20.9,7.7,36.8,1018.0,1.0,26.4,10.2
139.0,227.0,10.2,24.1,22.9,2.09,121.0,337.0,2.25,31.1,5.09
244.0,322.0,14.7,12.0,3.82,1.76,54.7,118.0,4.49,58.8,30.2
1219.0,1794.0,2.53,382.0,32.8,2.89,45.3,145.0,2.07,32.8,8.98
193.0,311.0,10.3,28.9,77.0,42.6,337.0,2864.0,1.13,31.3,5.94
562.0,906.0,15.5,18.3,12.1,1.19,35.2,85.1,7.1,38.5,17.0
56.7,47.4,13.6,141.0,46.6,1.76,44.5,161.0,1.89,34.3,12.4
157.0,223.0,22.7,217.0,71.7,1.58,59.4,114.0,1.22,19.3,10.5
418.0,578.0,16.7,32.5,5.57,12.1,173.0,1670.0,9.14,64.4,7.1
17.3,28.6,11.4,55.7,20.9,1.73,48.7,262.0,3.08,20.0,4.53
1433.0,1999.0,25.9,23.1,13.0,4.91,77.0,1540.0,1.0,22.7,8.28
101.0,167.0,46.1,313.0,66.1,68.5,599.0,5989.0,6.79,25.0,5.47
253.0,346.0,13.0,117.0,36.5,13.7,53.3,300.0,34.3,76.4,26.7
437.0,632.0,32.2,53.3,15.3,2.5,32.8,262.0,10.0,31.3,12.6
56.7,45.7,14.9,123.0,52.3,2.5,47.8,170.0,2.19,21.5,5.78
519.0,764.0,13.8,53.3,28.9,1.11,48.3,84.3,12.6,55.7,31.3
137.0,253.0,4.41,13.7,13.7,6.98,4.91,325.0,2.69,11.3,14.9
292.0,422.0,13.3,25.3,5.33,1.0,176.0,300.0,3.59,29.4,85.1
63.8,71.0,12.7,15.7,1.0,1.0,44.1,50.9,4.07,40.3,121.0
359.0,542.0,26.2,48.3,8.06,4.14,51.4,1540.0,1.19,31.6,7.43
2227.0,3220.0,16.5,17.2,12.2,1.01,40.7,92.2,2.97,55.2,7.17
737.0,1084.0,17.9,42.2,15.1,1.36,56.7,172.0,1.91,22.9,96.5
227.0,334.0,23.9,63.8,17.3,14.7,64.9,1554.0,4.14,37.2,123.0
164.0,244.0,13.9,14.6,1.0,1.83,71.7,150.0,2.76,26.9,5.14
231.0,346.0,17.0,45.7,15.5,1.63,32.5,118.0,17.0,82.8,23.7
40.0,51.9,17.6,164.0,56.7,1.43,56.2,122.0,3.46,28.4,4.66
198.0,294.0,22.5,8.98,10.2,2.27,99.1,956.0,2.5,25.5,12.3
141.0,221.0,13.5,64.9,31.9,2.89,80.6,193.0,1.45,25.0,10.8
1310.0,1827.0,18.6,102.0,23.3,2.09,34.0,137.0,2.17,21.9,9.06
168.0,269.0,10.6,161.0,19.3,1.98,49.1,178.0,1.25,12.1,5.42
49.6,46.1,11.4,15.0,5.0,18.1,175.0,1197.0,1.0,20.4,10.0
231.0,319.0,11.5,147.0,26.7,35.2,147.0,2916.0,2.15,36.8,8.13
179.0,255.0,18.9,20.4,9.39,1.29,43.7,44.5,5.67,42.6,102.0
106.0,136.0,15.7,12.1,24.1,2.94,178.0,487.0,3.49,32.8,86.6
557.0,843.0,13.6,87.4,35.5,1.0,64.9,82.0,1.0,9.47,4.78
94.7,137.0,23.3,9.22,40.0,4.0,22.1,410.0,1.07,50.9,17.8
2187.0,3051.0,41.8,47.8,19.5,1.63,17.0,69.2,1.0,18.1,3.89
328.0,403.0,8.13,20.9,17.5,1.0,18.1,82.0,1.08,21.5,13.0
