praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
20.4,15.7,10.2,229.0,54.7,29.4,61.0,414.0,4.18,5.52,2.15
22.5,19.5,8.2,31.6,51.4,32.5,40.3,474.0,5.83,15.0,1.01
73.0,24.1,14.1,29.2,31.1,35.2,75.0,730.0,8.9,16.3,70.4
34.0,10.8,4.18,35.2,4.96,32.2,46.1,343.0,3.11,1.07,5.67
50.0,25.5,9.73,10.9,30.0,31.6,38.9,217.0,1.0,1.0,13.0
48.7,25.5,11.3,77.0,23.5,3.92,13.1,396.0,7.91,54.2,349.0
61.0,25.5,8.74,99.1,37.9,6.92,22.7,1554.0,1.0,1.0,4.53
64.4,33.4,51.9,418.0,124.0,19.1,34.9,255.0,42.9,74.3,20.4
65.5,29.7,6.61,17.0,28.9,13.3,29.4,1104.0,10.5,27.9,163.0
43.7,13.3,3.92,231.0,16.4,20.0,38.5,322.0,3.52,2.5,10.3
33.4,23.3,2.0,31.1,15.4,23.1,40.3,337.0,18.8,35.2,6.21
13.5,10.7,18.3,27.4,8.51,1.0,2.5,14.2,3.92,12.7,83.5
11.7,4.37,6.61,153.0,26.4,37.9,118.0,947.0,48.3,102.0,145.0
12.5,19.3,33.1,322.0,294.0,35.2,51.4,231.0,8.9,15.3,13.9
84.3,35.2,8.13,153.0,24.1,5.57,17.6,547.0,6.67,6.92,17.5
38.2,15.8,9.22,188.0,36.2,9.65,33.4,799.0,1.0,1.0,6.92
28.1,9.22,12.1,11.1,55.2,45.7,139.0,1310.0,19.6,27.4,24.8
11.7,8.74,13.0,14.3,45.7,31.1,56.7,1065.0,1.6,13.2,4.7
1.0,3.46,8.58,231.0,41.4,25.5,29.2,429.0,30.8,126.0,239.0
136.0,48.7,20.9,692.0,178.0,29.2,45.3,965.0,9.91,19.6,10.5
19.5,13.8,16.4,528.0,150.0,2.86,1.0,147.0,11.0,5.78,13.9
42.9,12.4,58.8,191.0,101.0,22.5,38.9,764.0,14.1,15.4,21.1
5.28,5.57,4.91,8.51,1.11,10.1,38.5,1762.0,24.6,63.8,85.8
79.1,50.5,50.0,328.0,129.0,9.31,16.1,588.0,1.0,1.0,6.61
81.3,16.8,15.5,61.5,18.6,8.58,15.7,235.0,1.0,1.53,10.1
32.2,26.9,3.4,231.0,33.7,69.8,110.0,820.0,18.3,26.2,12.6
40.0,20.0,7.04,33.7,15.3,17.3,30.2,483.0,11.4,15.4,17.2
19.6,20.2,13.3,172.0,41.8,21.7,38.9,505.0,1.0,1.0,5.62
50.9,28.1,27.6,284.0,79.9,24.1,41.0,514.0,3.75,1.0,3.05
41.4,27.1,39.2,59.4,61.5,17.5,42.6,487.0,18.3,39.2,5.78
58.8,31.9,19.1,37.9,49.6,63.2,112.0,914.0,15.3,22.3,5.52
64.9,21.1,6.49,143.0,44.1,34.0,66.1,655.0,22.1,26.7,4.45
62.1,32.8,24.4,225.0,40.7,10.8,18.4,319.0,34.0,41.4,24.8
32.2,28.1,31.3,429.0,193.0,7.43,26.2,466.0,8.82,23.3,10.6
63.8,64.4,4.33,163.0,34.6,8.51,11.4,610.0,5.57,10.7,9.47
22.1,26.7,10.4,126.0,7.43,24.6,42.9,322.0,1.7,19.6,10.2
63.2,38.9,76.4,349.0,105.0,31.9,37.5,302.0,1.0,3.85,2.64
132.0,54.7,15.5,25.0,17.9,11.0,21.3,557.0,7.43,18.6,15.1
26.9,24.4,8.28,85.8,12.3,15.8,27.9,528.0,6.44,9.91,17.9
39.2,17.6,1.73,5.62,6.21,16.1,32.8,757.0,15.1,12.6,11.8
42.9,17.6,8.2,204.0,59.9,6.85,34.0,1568.0,8.28,26.7,1.15
101.0,100.0,16.1,9.73,44.9,34.3,49.6,217.0,8.9,14.2,6.44
73.0,23.1,5.88,221.0,34.3,14.3,26.2,426.0,9.14,3.43,8.2
25.5,23.5,20.7,34.9,50.9,44.1,71.0,604.0,7.04,41.4,319.0
33.7,16.8,12.3,131.0,44.1,28.6,42.6,279.0,6.49,16.8,12.2
205.0,71.0,4.53,17.0,47.4,13.8,37.9,1794.0,13.7,23.3,62.6
24.1,28.1,15.1,217.0,41.0,48.7,135.0,1055.0,10.7,16.3,9.47
34.0,21.3,25.0,655.0,112.0,19.6,21.1,276.0,2.71,21.3,109.0
57.3,23.5,31.9,322.0,58.8,19.8,35.5,835.0,21.5,33.1,16.1
55.2,22.3,10.1,150.0,28.6,6.38,15.1,422.0,14.6,18.6,1.84
77.0,21.1,2.33,7.17,3.13,38.5,119.0,1472.0,13.6,15.5,11.3
59.4,41.4,68.5,175.0,44.5,70.4,100.0,407.0,9.06,15.5,9.65
9.39,27.9,43.3,202.0,110.0,9.65,30.5,679.0,8.74,13.2,8.98
16.5,33.4,7.7,120.0,46.1,14.1,27.6,414.0,7.1,5.99,13.0
61.0,40.7,8.51,142.0,25.5,22.9,40.3,255.0,5.83,1.91,10.6
63.8,34.9,1.0,241.0,19.8,7.99,18.8,1124.0,17.2,31.1,3.31
45.7,12.1,4.18,186.0,21.1,15.8,20.2,311.0,10.7,10.9,16.1
39.2,10.0,12.1,38.5,48.7,20.4,30.0,284.0,20.9,20.7,8.98
120.0,85.8,6.67,13.1,35.9,22.7,46.1,453.0,40.3,77.0,37.2
5.78,1.01,2.21,538.0,38.9,16.8,15.4,461.0,5.38,11.9,9.22
35.2,10.4,46.1,289.0,89.0,1.86,6.44,161.0,18.6,29.2,19.8
19.6,46.6,43.7,88.2,39.6,20.7,37.9,281.0,8.9,10.7,1.04
34.0,18.8,8.43,97.3,56.7,11.7,31.1,533.0,2.62,12.7,1.45
47.4,28.9,6.38,241.0,34.9,10.3,13.6,1009.0,33.4,54.7,15.8
44.1,28.4,14.1,48.3,43.7,60.4,119.0,1459.0,1.1,1.7,5.73
119.0,29.4,1.54,1.26,13.0,9.22,22.1,1186.0,15.5,25.5,11.4
53.8,23.9,16.4,79.1,59.9,41.4,63.8,1114.0,17.2,22.1,14.6
164.0,72.3,10.6,196.0,50.0,25.9,37.9,519.0,10.4,17.6,1.75
42.2,22.3,14.5,340.0,63.8,5.28,10.6,382.0,10.8,9.22,8.51
71.0,66.7,4.07,9.82,23.5,15.3,17.9,583.0,16.5,25.5,7.04
59.9,32.8,11.4,151.0,17.5,20.7,25.3,186.0,22.7,36.8,3.96
41.4,28.9,21.3,16.5,84.3,29.2,64.9,3398.0,1.32,48.3,6.26
25.9,19.3,50.9,698.0,204.0,10.3,28.6,757.0,8.82,3.05,2.67
78.4,44.1,44.1,153.0,51.9,63.8,138.0,1155.0,9.91,13.8,9.56
47.0,57.3,3.55,13.6,20.0,19.6,32.5,349.0,20.0,35.2,12.9
17.3,28.9,15.0,16.5,4.74,8.98,37.2,710.0,12.7,4.83,8.13
53.3,19.8,5.0,21.5,40.0,3.34,16.1,1999.0,4.53,39.2,67.9
20.5,15.0,9.56,75.0,17.8,15.5,21.3,777.0,17.2,20.2,8.28
55.2,27.4,3.65,12.5,57.8,32.2,44.1,233.0,4.7,13.1,12.4
84.3,23.1,6.1,227.0,40.7,75.0,114.0,2072.0,7.7,19.1,10.8
135.0,198.0,4.87,215.0,27.4,16.4,61.0,2393.0,10.6,18.1,3.49
25.3,17.5,16.5,30.8,17.6,11.8,25.3,599.0,5.47,11.3,6.15
42.6,23.3,11.2,137.0,11.2,17.0,34.9,505.0,12.2,20.7,7.04
71.0,40.7,17.0,136.0,10.1,76.4,122.0,2247.0,15.0,23.5,8.74
62.6,26.4,17.2,244.0,62.1,10.6,17.2,505.0,13.0,35.2,18.1
51.4,25.5,47.0,172.0,139.0,38.5,54.7,1298.0,3.11,17.8,18.9
63.8,24.6,2.41,5.88,13.5,10.6,16.7,533.0,9.91,18.3,1.0
73.7,34.9,30.0,84.3,41.8,145.0,375.0,2350.0,14.2,12.1,2.53
46.6,19.3,3.4,1.01,1.15,17.8,40.3,355.0,11.5,13.9,5.19
45.7,14.9,15.4,429.0,58.8,5.42,22.1,204.0,14.2,21.1,25.3
86.6,36.5,6.15,111.0,23.1,50.0,75.7,1000.0,16.3,25.0,11.9
30.5,23.1,19.8,64.9,26.2,11.3,22.7,322.0,1.0,11.7,15.4
35.2,9.14,25.7,18.6,33.7,45.7,74.3,710.0,17.8,38.2,28.6
211.0,88.2,11.9,157.0,24.4,45.7,94.7,1715.0,14.1,7.5,13.6
43.7,21.5,5.28,302.0,28.6,36.2,88.2,1963.0,18.8,25.7,10.1
19.5,13.8,7.17,22.3,37.5,12.2,34.9,644.0,19.3,32.5,12.4
118.0,64.4,10.4,129.0,3.0,6.73,14.9,466.0,3.37,2.0,1.6
64.4,24.8,10.8,153.0,35.9,111.0,231.0,1144.0,9.82,18.9,6.1
43.7,26.7,31.9,66.1,18.9,18.6,31.9,382.0,12.4,19.3,10.9
81.3,39.6,54.7,231.0,107.0,6.49,20.0,1065.0,19.6,20.2,8.66
58.8,28.1,6.98,18.3,50.5,13.8,22.7,257.0,14.3,27.6,43.3
21.7,18.6,29.2,414.0,168.0,5.73,15.3,382.0,34.0,68.5,43.3
62.1,27.1,8.35,115.0,27.1,18.8,33.7,843.0,1.11,38.5,1.81
24.6,25.5,14.7,81.3,43.7,73.7,184.0,1554.0,15.8,27.4,12.1
6.1,21.3,69.8,125.0,196.0,10.9,44.5,1322.0,13.8,5.94,8.82
154.0,86.6,9.14,189.0,35.5,20.4,36.8,621.0,10.5,14.9,11.8
73.7,34.9,4.78,22.1,56.7,11.7,33.7,743.0,22.1,32.5,13.6
70.4,37.5,42.9,136.0,59.4,36.8,75.0,538.0,25.5,27.6,9.47
77.0,26.4,13.7,500.0,75.7,11.8,36.5,487.0,19.5,23.3,9.22
11.8,22.5,9.39,122.0,12.9,37.2,54.7,667.0,9.39,14.5,3.68
18.1,22.7,19.6,392.0,143.0,17.6,38.9,679.0,11.3,11.9,13.5
32.5,25.7,12.9,308.0,72.3,33.4,75.7,1486.0,7.99,17.9,130.0
49.6,46.1,10.3,453.0,66.1,17.5,23.1,389.0,20.4,22.3,10.2
41.8,23.9,5.83,514.0,69.8,4.41,13.3,157.0,13.1,23.9,7.37
20.5,32.5,11.1,289.0,64.9,19.8,34.3,337.0,15.3,8.58,10.3
58.8,17.5,9.73,9.47,27.4,27.9,50.5,557.0,19.1,25.0,10.4
41.4,26.4,3.08,24.4,19.6,30.2,48.3,385.0,8.58,8.51,8.13
34.9,16.5,15.8,153.0,41.4,4.74,9.91,939.0,10.2,6.61,8.98
20.0,19.1,24.4,578.0,97.3,10.7,26.9,835.0,7.04,13.8,5.33
179.0,27.9,4.26,146.0,45.7,18.6,32.2,528.0,3.62,1.86,6.98
51.9,30.2,3.46,271.0,48.7,23.3,40.0,422.0,11.4,35.2,17.3
92.2,69.8,55.2,375.0,130.0,69.8,111.0,1018.0,1.0,6.73,5.52
48.3,15.7,4.78,13.6,24.8,3.65,15.5,191.0,1.0,1.0,8.06
85.1,27.9,1.36,158.0,6.67,16.4,34.0,410.0,44.9,75.7,26.9
36.5,19.8,10.8,237.0,23.5,46.1,62.6,1407.0,20.0,32.5,12.7
73.7,27.6,20.5,19.6,21.1,26.7,62.6,1334.0,20.2,36.5,6.79
19.3,27.4,34.3,445.0,49.1,19.3,42.9,685.0,36.2,63.2,30.8
28.9,21.7,4.53,22.7,7.5,4.49,21.9,1055.0,10.8,14.7,12.4
50.9,120.0,9.56,44.5,14.2,50.0,89.8,710.0,22.1,26.9,14.1
73.0,28.6,8.28,6.79,25.3,26.2,30.5,289.0,11.2,18.9,9.31
62.1,27.1,6.98,13.1,59.4,36.8,49.1,791.0,39.6,77.7,52.8
34.9,24.8,16.8,188.0,53.3,10.0,12.1,491.0,23.1,25.5,10.7
66.1,63.8,16.0,138.0,26.7,16.0,34.9,505.0,12.0,3.68,14.6
26.9,17.3,12.7,90.6,20.0,10.1,27.6,410.0,8.43,9.47,17.2
78.4,21.1,9.06,264.0,53.3,157.0,331.0,1843.0,11.3,17.3,13.5
37.5,31.1,6.44,284.0,34.6,18.6,34.6,557.0,24.4,12.0,7.17
55.2,10.8,4.18,45.3,21.3,30.2,58.8,470.0,11.2,8.06,13.2
55.7,24.8,7.57,496.0,55.7,16.4,42.2,441.0,21.1,36.8,8.82
49.1,18.4,10.3,53.3,11.7,14.5,30.2,433.0,9.47,17.2,9.31
61.5,21.1,6.61,14.5,30.0,10.2,15.0,343.0,10.6,18.6,15.1
3.37,11.7,20.9,58.3,46.1,26.9,42.6,400.0,1.7,5.47,2.76
181.0,93.9,7.1,22.1,66.7,45.3,64.4,906.0,8.58,11.1,3.85
16.0,25.7,7.99,143.0,6.1,23.3,47.8,991.0,1.0,2.33,1.0
27.1,41.8,10.0,117.0,23.3,34.9,50.5,365.0,1.0,16.4,11.0
131.0,72.3,6.04,193.0,52.8,11.9,23.9,313.0,6.85,7.77,11.5
65.5,31.1,17.2,124.0,7.37,100.0,305.0,2148.0,34.3,46.6,13.7
6.61,18.8,28.4,67.3,86.6,5.33,25.7,1640.0,1.0,5.09,9.73
27.6,18.6,1.0,292.0,4.74,2.35,2.97,1.0,8.28,13.6,14.6
71.0,38.9,9.56,181.0,41.8,38.5,109.0,717.0,12.5,12.6,10.7
98.2,36.8,1.81,28.9,16.7,24.8,42.6,362.0,17.2,32.2,13.0
50.5,23.5,6.98,12.2,38.9,28.6,64.4,1046.0,31.1,48.3,13.3
112.0,47.8,9.31,528.0,183.0,10.9,27.1,528.0,13.1,14.6,5.78
83.5,54.2,1.84,4.53,15.3,6.98,18.9,764.0,22.9,25.9,2.17
33.4,24.6,12.1,164.0,34.9,47.8,85.8,2329.0,23.7,43.7,26.2
106.0,47.8,8.06,9.39,38.9,11.7,23.1,604.0,11.5,12.2,9.91
25.3,40.0,4.14,155.0,27.6,12.4,19.8,710.0,8.9,18.4,9.31
10.8,19.5,10.1,164.0,47.8,18.3,31.9,372.0,24.4,35.2,7.3
3.16,4.26,19.5,32.2,40.0,4.7,48.3,509.0,24.4,29.2,14.7
79.9,34.0,13.0,209.0,50.9,11.3,24.4,487.0,16.4,18.6,11.9
93.1,44.9,57.8,500.0,136.0,41.0,76.4,2227.0,20.0,25.3,9.14
37.5,18.3,16.3,1.15,9.22,13.5,25.3,362.0,6.85,20.9,24.8
35.9,16.1,20.5,50.9,82.0,21.1,28.9,349.0,8.9,26.7,4.57
107.0,30.0,12.5,200.0,20.7,7.91,53.8,2072.0,13.3,33.7,2.57
102.0,32.5,7.64,246.0,59.4,29.2,44.5,319.0,15.3,14.2,10.4
32.8,26.7,11.9,196.0,50.5,12.5,17.3,542.0,27.1,30.0,7.84
100.0,27.1,34.6,396.0,103.0,64.4,124.0,1540.0,20.0,31.9,12.4
90.6,58.3,14.1,305.0,26.7,33.7,60.4,1104.0,1.0,7.5,6.38
100.0,25.7,77.7,246.0,37.2,8.06,8.74,509.0,15.8,28.6,40.0
75.7,29.7,7.5,149.0,29.2,37.2,58.8,334.0,7.99,22.7,8.28
53.8,20.7,59.4,337.0,223.0,13.2,31.1,533.0,29.7,40.7,12.1
90.6,44.5,6.04,170.0,21.7,16.3,25.9,685.0,13.6,14.7,8.2
69.8,47.4,11.1,372.0,18.9,4.61,26.4,632.0,13.2,25.0,9.56
193.0,61.0,9.31,15.8,29.7,10.4,24.8,667.0,12.7,21.7,6.61
85.8,22.3,16.8,66.7,36.8,25.3,51.9,547.0,25.9,31.9,17.9
67.9,14.9,80.6,237.0,61.0,37.5,66.7,2666.0,15.3,39.6,12.4
19.1,9.82,12.0,10.7,27.4,72.3,90.6,858.0,9.65,17.3,20.5
16.1,15.3,13.9,73.0,24.6,16.8,30.2,385.0,15.4,25.9,23.5
95.6,28.9,7.64,14.2,23.7,13.2,30.8,730.0,14.5,34.9,41.8
49.1,21.3,1.83,297.0,49.6,24.4,46.6,1827.0,33.1,38.2,17.0
18.9,26.2,24.8,264.0,69.8,31.1,93.9,1134.0,12.9,9.65,10.0
74.3,36.5,5.42,244.0,33.7,12.2,20.7,235.0,5.83,25.0,120.0
25.7,24.6,19.5,117.0,79.1,10.0,25.7,799.0,17.2,26.2,15.8
61.0,31.1,15.8,145.0,41.8,27.9,45.7,359.0,14.6,13.9,5.78
27.1,16.4,37.9,552.0,80.6,20.9,40.3,407.0,10.7,19.6,12.2
151.0,48.7,36.8,89.0,76.4,21.9,38.9,382.0,11.4,18.6,6.92
179.0,77.0,13.3,250.0,42.2,28.4,47.4,491.0,16.0,9.82,9.22
154.0,136.0,17.2,42.6,78.4,4.29,23.5,1000.0,17.3,12.4,5.88
73.7,36.2,3.43,3.25,1.01,7.37,16.1,1263.0,17.3,11.3,18.3
95.6,42.9,40.7,40.3,58.3,8.9,16.7,523.0,15.8,15.4,7.04
55.2,51.4,18.1,82.8,20.4,10.6,21.3,828.0,8.58,26.4,6.44
36.5,10.5,23.3,211.0,28.6,11.3,49.6,2618.0,12.0,20.4,2.89
30.5,15.7,15.7,141.0,27.6,15.5,20.4,343.0,5.78,18.4,10.8
158.0,37.2,15.8,90.6,28.9,5.28,12.1,914.0,5.73,18.6,10.3
49.6,31.9,5.83,305.0,38.9,19.6,23.1,271.0,21.9,28.9,5.0
89.8,35.9,22.7,644.0,111.0,3.55,2.97,28.6,9.91,20.7,1.78
35.9,18.1,9.56,117.0,27.4,8.74,15.7,667.0,10.6,21.3,7.7
67.9,28.9,11.3,69.2,27.6,54.2,94.7,1155.0,11.5,17.9,11.9
89.0,31.6,15.0,32.8,41.8,27.4,43.7,379.0,9.73,11.3,1.01
57.8,21.7,36.2,588.0,118.0,27.4,43.7,418.0,14.6,26.9,5.0
85.1,38.2,17.8,313.0,46.1,121.0,255.0,1625.0,11.8,13.6,8.74
24.8,21.5,4.7,94.7,23.1,15.4,16.1,325.0,21.7,37.5,10.3
63.8,19.6,4.49,227.0,27.1,13.2,13.7,433.0,11.3,21.7,12.9
78.4,33.1,12.0,274.0,20.4,27.1,34.3,279.0,22.5,36.2,6.44
73.7,32.8,51.9,528.0,157.0,25.5,60.4,1084.0,9.14,12.0,7.43
117.0,40.3,1.43,13.5,55.2,17.8,30.8,500.0,18.9,24.1,12.3
117.0,78.4,18.4,57.8,16.4,7.64,28.9,638.0,1.64,13.2,3.82
34.3,20.5,16.0,23.9,48.7,21.5,68.5,1114.0,16.4,8.51,9.31
179.0,34.6,26.2,29.7,15.5,6.73,62.6,1176.0,23.5,28.1,5.73
106.0,39.2,17.9,101.0,38.2,49.6,93.1,1420.0,15.5,31.6,11.9
39.2,17.8,26.2,426.0,106.0,110.0,172.0,1197.0,8.98,13.2,15.4
71.7,25.7,5.73,246.0,48.3,16.0,79.9,1346.0,13.6,20.7,3.31
13.9,21.1,15.3,235.0,45.3,24.1,29.4,322.0,15.1,7.57,4.26
91.4,80.6,4.7,191.0,44.5,48.7,69.2,379.0,16.0,33.1,15.5
50.5,13.6,10.6,114.0,19.8,18.1,28.4,407.0,1.0,5.83,1.78
34.0,15.7,9.73,227.0,33.4,24.6,43.3,583.0,13.1,22.5,19.5
48.7,19.5,22.3,121.0,43.3,110.0,328.0,1114.0,25.5,22.5,19.6
84.3,34.6,27.1,85.1,47.0,8.58,20.7,632.0,13.2,13.8,3.25
44.5,18.1,10.6,145.0,41.8,10.8,29.2,207.0,12.0,22.5,4.29
31.3,21.3,7.5,1.0,1018.0,4.66,14.7,461.0,9.47,16.8,14.9
79.1,59.4,10.7,158.0,36.5,10.9,34.0,644.0,19.1,26.9,9.22
42.6,21.7,19.1,219.0,22.1,21.5,56.2,1395.0,10.2,9.56,12.6
51.4,38.9,25.7,20.0,7.7,32.5,72.3,1186.0,16.5,31.6,12.5
63.8,51.4,10.2,40.3,25.0,46.1,98.2,1526.0,13.3,17.2,6.85
14.2,18.4,54.2,385.0,215.0,17.0,27.6,583.0,10.8,14.1,12.4
42.9,20.4,5.78,213.0,24.4,110.0,316.0,1843.0,10.7,19.8,9.56
26.4,17.2,11.2,204.0,39.6,43.7,74.3,1134.0,31.3,45.7,10.9
6.21,4.87,4.29,221.0,14.9,28.4,47.4,400.0,15.5,22.1,7.17
31.6,20.7,4.91,274.0,34.6,20.2,66.1,3820.0,23.9,23.3,6.26
78.4,25.7,10.7,466.0,46.6,11.8,17.6,334.0,8.06,17.2,18.6
30.0,9.31,28.6,131.0,56.7,41.4,89.8,2308.0,18.8,27.9,5.78
50.5,18.8,7.04,18.4,24.4,15.4,25.0,271.0,19.5,30.5,9.14
23.9,20.0,2.67,3.59,11.3,16.7,26.9,316.0,17.0,25.9,11.2
73.7,23.3,7.17,21.3,18.9,15.5,23.7,588.0,16.4,13.1,6.73
11.0,14.7,19.1,53.8,32.8,16.0,18.9,542.0,20.4,17.8,24.6
65.5,25.3,15.1,117.0,23.9,18.6,23.3,474.0,11.3,16.3,8.35
21.7,8.2,14.6,202.0,23.5,18.3,30.5,496.0,16.0,24.8,11.9
63.8,18.4,9.22,322.0,51.4,21.7,84.3,1486.0,12.1,23.3,8.58
104.0,60.4,7.84,158.0,36.8,23.5,41.8,340.0,7.43,16.5,12.4
25.7,18.4,6.04,334.0,32.8,79.9,125.0,1124.0,14.1,9.65,4.07
17.3,21.7,10.6,217.0,41.8,13.1,22.9,487.0,32.2,36.2,9.14
8.43,36.8,10.1,418.0,45.3,14.2,25.9,717.0,5.19,26.4,54.7
57.8,16.5,11.5,235.0,32.5,24.8,31.9,437.0,8.28,28.4,23.7
91.4,104.0,7.77,145.0,61.0,70.4,138.0,982.0,20.0,31.6,6.04
79.9,36.5,10.7,16.3,37.2,8.51,21.1,777.0,18.8,38.2,133.0
81.3,32.5,21.9,59.4,38.5,9.06,23.3,400.0,10.0,23.1,3.79
107.0,30.5,17.9,241.0,66.7,5.28,18.9,362.0,21.3,28.6,14.5
99.1,36.2,2.84,15.8,28.1,21.9,49.1,1252.0,22.9,25.5,10.4
93.9,45.3,21.3,25.3,28.6,12.6,31.1,478.0,6.73,20.4,1.6
38.9,18.4,16.1,422.0,68.5,20.9,40.0,519.0,9.47,23.3,1.0
78.4,20.9,5.14,255.0,30.8,22.1,36.5,392.0,20.0,38.2,6.15
33.1,26.4,10.4,24.4,31.6,31.3,52.8,410.0,14.7,12.1,9.39
60.4,22.5,14.9,106.0,31.1,62.6,84.3,1009.0,14.2,7.91,2.84
70.4,23.1,15.4,145.0,39.6,67.9,106.0,1275.0,21.7,32.2,2.76
51.9,29.4,10.7,113.0,37.5,34.0,58.8,692.0,7.91,2.37,9.47
93.9,27.4,9.39,32.2,57.8,31.1,76.4,1334.0,16.7,25.7,3.13
93.9,30.2,9.56,322.0,48.3,14.5,24.4,931.0,1.18,5.78,9.14
33.1,9.31,14.6,311.0,54.2,10.5,30.5,1540.0,23.7,47.0,9.39
37.9,19.6,17.2,91.4,25.9,31.1,44.9,562.0,3.02,18.3,15.1
45.3,27.9,26.4,136.0,51.4,8.58,21.7,457.0,29.2,41.4,13.1
105.0,80.6,7.91,229.0,42.2,5.42,22.9,1370.0,10.8,19.8,1.29
75.0,31.9,12.4,119.0,33.1,31.9,39.6,407.0,32.5,26.4,10.1
98.2,21.5,12.0,389.0,49.1,14.1,24.4,820.0,18.3,62.1,29.7
78.4,24.8,8.98,111.0,44.5,8.58,19.3,1018.0,8.82,16.8,8.35
147.0,31.1,11.5,129.0,56.7,47.4,147.0,1731.0,4.91,4.29,21.3
14.5,13.0,8.74,21.5,27.4,5.83,38.9,1208.0,29.7,63.2,57.8
121.0,33.7,22.3,225.0,72.3,112.0,217.0,1370.0,1.64,24.1,3.79
89.8,32.8,17.0,23.7,34.9,37.2,49.6,461.0,22.9,29.2,9.91
31.3,13.1,15.5,153.0,27.1,15.4,20.9,352.0,8.9,13.0,4.61
27.9,17.8,11.5,167.0,22.5,4.66,19.8,1018.0,27.1,38.9,16.7
59.9,16.4,25.5,813.0,106.0,23.5,54.2,882.0,19.3,29.4,7.04
44.5,20.7,9.14,125.0,20.2,10.2,22.9,331.0,19.5,17.0,9.47
85.1,22.9,23.5,235.0,78.4,33.7,58.8,491.0,8.13,6.1,5.23
191.0,84.3,1.0,743.0,25.0,30.8,44.1,939.0,18.6,22.1,3.02
106.0,22.9,14.1,470.0,86.6,20.9,34.3,542.0,10.9,20.5,6.61
40.3,19.6,17.0,79.9,39.2,33.7,114.0,2480.0,23.1,34.9,11.0
